original,detected_language,confidence,translated_text
institucions de dret de la unió europea,ca,100,European Union law institutions
dret penal: part general,ca,100,criminal right: general part
dret financer,ca,100,financial right
relacions laborals especials i la seva protecció social,ca,100,special labour relations and their social protection
economia laboral,ca,100,work economy
deontologia del treball social,ca,100,deontology of social work
clínica social i supervisió,ca,100,social clinic and supervision
habilitats socials i comunicació interpersonal,ca,100,social skills and interpersonal communication
habilitats del treballador/a social,ca,100,skills of social worker
investigació social aplicada,ca,100,applied social research
"treball social, individual i familiar",ca,100,"social, individual and family work"
treball social i infància,ca,100,social work and childhood
treball social i diversitat funcional,ca,100,social work and functional diversity
treball social i trastorns mentals,ca,100,social work and mental disorders
psicologia social,ca,100,social psychology
treball social de grups i equips,ca,100,group and team social work
intervenció social en l'àmbit de les addiccions,ca,100,social intervention in the field of addictions
espais d'intervenció amb violència de gènere,ca,100,spaces of intervention with gender violence
pedagogia social,ca,100,social pedagogy
política social,ca,100,socialpolitical
tècniques qualitatives d'investigació social,ca,100,qualitative techniques of social research
pràcticum d'intervenció,ca,100,practicum of intervention
tècniques quantitatives d'investigació social,ca,100,quantitative techniques of social research
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
estructura de la població i desigualtat social,ca,100,population structure and social inequality
dret laboral i penal,ca,100,labor and criminal right
treball social en el sistema sanitari,ca,100,social work in the health system
serveis socials comparats,ca,100,Comparative social services
treball de fi de grau,ca,100,end-of-degree work
comunicació i societat de la informació,ca,100,communication and information society
gestió i lideratge d'organitzacions de serveis socials,ca,100,management and leadership of social service organizations
estructura de serveis socials,ca,100,structure of social services
constitució i administració pública,ca,100,constitution and public administration
metodologia del treball social: planificació i intervenció,ca,100,methodology of social work: planning and intervention
sistemes de benestar social,ca,100,systems of social welfare
"dret de persona, família i estrangeria",ca,100,"right of person, family and foreigners"
treball social gerontològic,ca,100,gerontological social work
treball social en l'àmbit educatiu,ca,100,social work in the educational field
marginació i exclusió social,ca,100,margination and social exclusion
drets socials,ca,100,social rights
intervenció social comunitària,ca,100,community social intervention
sociologia,ca,100,sociology
psicologia evolutiva i familiar,ca,100,evolutionary and familiar psychology
models i tècniques d'intervenció social,ca,100,models and techniques of social intervention
antropologia social i cultural,ca,100,social and cultural anthropology
fonaments del treball social,ca,100,fonaments of social work
treball social i emprenedoria social,ca,100,social work and social entrepreneurship
matemàtiques 1,ca,100,mathematics 1
estadística 1,ca,100,statistics 1
dret processal civil,ca,100,civil procedural site
dret de successions,ca,100,dret de successions
investigació de mercats i aplicacions,ca,100,market and application research
màrqueting internacional,ca,100,international marketing
economia internacional,ca,100,International economy
màrqueting industrial i de serveis,ca,100,industrial marketing and services
comportament del consumidor,ca,100,consumer behavior
treball de fi de grau i (g.d),ca,100,Final degree work and (g.d)
introducció a la macroeconomia,ca,100,introduction to macroeconomics
fonaments de dret públic de catalunya,ca,100,fonaments de dret públic de Catalunya
drets fonamentals,ca,100,fundamental rights
direcció estratègica de màrqueting,ca,100,strategic marketing direction
direcció de recursos humans,ca,100,direction of human resources
anàlisi dels estats financers,ca,100,analysis of financial states
habilitats del jurista,ca,100,Jurist skills
introducció a la microeconomia,ca,100,introduction to microeconomics
activitat administrativa i control de les administracions públiques,ca,100,administrative activity and control of the public administrations
dret de família,ca,100,family right
direcció estratègica,ca,100,strategic direction
relacions econòmiques internacionals,ca,100,International economic relations
dret romà,ca,100,Roman right
història del dret,ca,100,history of law
direcció financera: finançament,ca,100,financial management: financing
pràctiques acadèmiques externes,ca,100,external academic practices
teoria del dret,ca,100,theory of law
dret del mercat internacional,ca,100,international market site
microeconomia,ca,100,microeconomics
sociologia de l'empresa,ca,100,sociology of the company
dret mercantil: insolvència i tràfic jurídic de l'empresari,ca,100,mercantile right: insolvency and legal trafficking of the employer
constitució i sistema de fonts,ca,100,constitution and system of sources
matemàtiques 2,ca,100,mathematics 2
part general del dret civil,ca,100,general part of civil law
dret penal. part general,ca,100,criminal right. general part
dret del treball i de la seguretat social,ca,100,right of work and social security
direcció financera: inversió,ca,100,financial management: investment
e-màrqueting,ca,100,e-marketing
tècniques de comunicació i vendes,ca,100,communication and sales techniques
comportament organitzatiu,ca,100,organizational behavior
dret internacional públic,ca,100,international public right
estadística 2,ca,100,statistics 2
dret processal penal,ca,100,criminal procedural right
fonaments de màrqueting,ca,100,marketing releases
dret comparat,ca,100,comparative right
economia mundial,ca,100,global economy
institucions de dret de la unió europea,ca,100,European Union law institutions
comptabilitat de gestió,ca,100,comptability of management
dret d'obligacions i contractes,ca,100,right of obligations and contracts
drets reals,ca,100,real rights
tècniques de decisió empresarial,ca,100,business decision techniques
introducció a la comptabilitat,ca,100,introduction to accounting
comptabilitat financera,ca,100,financial accounting
principis d'economia aplicada,ca,100,principles of applied economy
l'acció administrativa especialitzada i els béns públics,ca,100,specialized administrative action and public goods
teoria del sector públic,ca,100,public sector theory
treball de fi de màster,ca,100,Final Masterwork
anàlisi de dades microeconòmiques,ca,100,microeconomic data analysis
política econòmica internacional,ca,100,international economic policy
estratègies d'internacionalització,ca,100,internationalisation strategies
comunicació i gestió intercultural,ca,100,communication and intercultural management
anglès per a negocis,ca,100,English for business
la innovació en un entorn global,ca,100,innovation in a global environment
tècniques de negociació,ca,100,negotiation techniques
economia regional,ca,100,regional economy
dret de la competència,ca,100,right of competition
anàlisi de dades macroeconòmiques,ca,100,analysis of macroeconomic data
tècniques d'investigació,ca,100,research techniques
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
anàlisi de dades per a negocis internacionals,ca,100,data analysis for international business
lideratge i presa de decisions,ca,100,leadership and decision-making
sostenibilitat i estat del benestar,ca,100,sustainability and welfare status
comportament estratègic i teoria de jocs,ca,100,strategic behavior and game theory
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
reptes i desafiaments de la globalització,ca,100,challenges and challenges of globalization
fiscalitat comparada,ca,100,comparative taxation
economies emergents,ca,100,emergent economies
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
responsabilitat social i ètica empresarial,ca,100,social responsibility and business ethics
mercats financers internacionals,ca,100,international financial markets
la competència i la regulació dels mercats,ca,100,competition and regulation of markets
gestió de la qualitat,ca,100,Quality management
fiscalitat,ca,100,fascility
tècniques de decisió empresarial,ca,100,business decision techniques
direcció estratègica,ca,100,strategic direction
investigació de mercats i aplicacions,ca,100,market and application research
seguretat en xarxes,ca,100,security in networks
treball de fi de grau i (g.ade),ca,100,Final degree work and (g.ade)
programació avançada de dispositius mòbils,ca,100,Advanced programming of mobile devices
tècniques avançades de programació,ca,100,Advanced programming techniques
economia mundial,ca,100,global economy
comptabilitat de gestió,ca,100,comptability of management
estructures de dades,ca,100,data structures
desenvolupament avançat d'aplicacions web,ca,100,advanced development of web applications
bases de dades avançades,ca,100,Advanced databases
arquitectures per a aplicacions en xarxa,ca,100,architectures for online applications
enginyeria de llocs web,ca,100,web site engineering
pràctiques acadèmiques externes,ca,100,external academic practices
macroeconomia,ca,100,macroeconomia
computació ubiqua,ca,100,ubiquitous computing
treball de fi de grau ii (g.tdawim),ca,100,final ii degree work (g.tdawim)
direcció financera: finançament,ca,100,financial management: financing
microeconomia,ca,100,microeconomics
aplicacions i serveis mòbils,ca,100,mobile applications and services
política de producte,ca,100,product policy
informàtica aplicada al màrqueting,ca,100,informatics applied to marketing
investigació de mercats 2,ca,100,market research 2
idioma modern,ca,100,modern language
gestió estratègica de la marca,ca,100,strategic management of the brand
política de distribució,ca,100,distribution policy
introducció a la macroeconomia,ca,100,introduction to macroeconomics
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
direcció estratègica de màrqueting,ca,100,strategic marketing direction
macroeconomia,ca,100,macroeconomia
estadística 2,ca,100,statistics 2
introducció a la microeconomia,ca,100,introduction to microeconomics
dret mercantil,ca,100,mercantile right
comportament organitzatiu,ca,100,organizational behavior
economia mundial,ca,100,global economy
organització d'empreses,ca,100,organisation of companies
microeconomia,ca,100,microeconomics
direcció financera: inversió,ca,100,financial management: investment
direcció estratègica,ca,100,strategic direction
gestió de la qualitat,ca,100,Quality management
investigació de mercats i aplicacions,ca,100,market and application research
comptabilitat financera,ca,100,financial accounting
principis d'economia aplicada,ca,100,principles of applied economy
sociologia de l'empresa,ca,100,sociology of the company
fiscalitat,ca,100,fascility
direcció financera: finançament,ca,100,financial management: financing
matemàtiques 2,ca,100,mathematics 2
fonaments de màrqueting,ca,100,marketing releases
comptabilitat de gestió,ca,100,comptability of management
anàlisi dels estats financers,ca,100,analysis of financial states
estadística 1,ca,100,statistics 1
matemàtiques 1,ca,100,mathematics 1
direcció d'operacions,ca,100,direction of operations
introducció a la comptabilitat,ca,100,introduction to accounting
màrqueting i sistemes d'informació aplicats,ca,100,marketing and applied information systems
comportament del consumidor 1,ca,100,consumer behavior 1
direcció de màrqueting internacional,ca,100,International marketing management
direcció de recursos humans,ca,100,direction of human resources
tècniques de negociació comercial,ca,100,commercial trading techniques
màrqueting relacional i directe,ca,100,relational and direct marketing
estratègies de màrqueting digital,ca,100,digital marketing strategies
creació d'empreses,ca,100,corporate creation
comportament del consumidor 2,ca,100,consumer behavior 2
comunicació i publicitat,ca,100,communication and advertising
política de preus i costos,ca,100,price and cost policy
direcció de vendes,ca,100,sales management
mètodes de decisió aplicats al màrqueting,ca,100,decision methods applied to marketing
control de gestió i sistemes d'informació,ca,100,management control and information systems
introducció a la comptabilitat,ca,100,introduction to accounting
matemàtiques 1,ca,100,mathematics 1
fiscalitat,ca,100,fascility
treball de fi de grau,ca,100,end-of-degree work
dret del mercat internacional,ca,100,international market site
economia internacional,ca,100,International economy
introducció a la macroeconomia,ca,100,introduction to macroeconomics
estadística 1,ca,100,statistics 1
microeconomia,ca,100,microeconomics
direcció de recursos humans,ca,100,direction of human resources
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
tècniques de comunicació i vendes,ca,100,communication and sales techniques
tècniques de decisió empresarial,ca,100,business decision techniques
màrqueting internacional,ca,100,international marketing
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
innovació i canvi tecnològic,ca,100,innovation and technological change
història econòmica,ca,100,economic history
comportament organitzatiu,ca,100,organizational behavior
responsabilitat social corporativa,ca,100,corporate social responsibility
jocs d'empresa,ca,100,business games
direcció estratègica,ca,100,strategic direction
sociologia de l'empresa,ca,100,sociology of the company
pràctiques acadèmiques externes,ca,100,external academic practices
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
fonaments dels mercats financers,ca,100,fundaments of financial markets
direcció financera: finançament,ca,100,financial management: financing
comportament del consumidor,ca,100,consumer behavior
economia mundial,ca,100,global economy
direcció financera: inversió,ca,100,financial management: investment
direcció estratègica de màrqueting,ca,100,strategic marketing direction
relacions econòmiques internacionals,ca,100,International economic relations
valoració d'actius financers,ca,100,valuation of financial assets
organització d'empreses,ca,100,organisation of companies
comptabilitat financera,ca,100,financial accounting
introducció a la microeconomia,ca,100,introduction to microeconomics
e-màrqueting,ca,100,e-marketing
gestió de la qualitat,ca,100,Quality management
mercats i instruments financers,ca,100,markets and financial instruments
comptabilitat de gestió,ca,100,comptability of management
principis d'economia aplicada,ca,100,principles of applied economy
dret mercantil,ca,100,mercantile right
fonaments de màrqueting,ca,100,marketing releases
macroeconomia,ca,100,macroeconomia
màrqueting industrial i de serveis,ca,100,industrial marketing and services
estadística 2,ca,100,statistics 2
matemàtiques 2,ca,100,mathematics 2
direcció d'operacions,ca,100,direction of operations
finances internacionals,ca,100,International Finance
investigació de mercats i aplicacions,ca,100,market and application research
anàlisi dels estats financers,ca,100,analysis of financial states
estratègies de màrqueting,ca,100,marketing strategies
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
treball de fi de màster,ca,100,Final Masterwork
productes i instruments financers,ca,100,financial products and instruments
instruments per a la decisió en la incertesa,ca,100,instruments for decision in uncertainty
tècniques quantitatives de recerca 1,ca,100,quantitative research techniques 1
procés de consultoria,ca,100,consulting process
casos i experiències empresarials,ca,100,cases and business experiences
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
simulació empresarial,ca,100,business simulation
emprenedoria i pla d'empresa,ca,100,entrepreneurship and business plan
lideratge i gestió del talent,ca,100,leadership and talent management
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
direcció estratègica avançada,ca,100,advanced strategic direction
internacionalització de l'empresa,ca,100,Internationalization of the company
estratègies financeres,ca,100,financial strategies
procés d'investigació,ca,100,Research process
valoració de la producció científica,ca,100,valuation of scientific production
habilitats directives,ca,100,directive skills
responsabilitat social corporativa,ca,100,corporate social responsibility
comptabilitat de gestió i indicadors empresarials,ca,100,management skills and business indicators
tècniques qualitatives de recerca 1,ca,100,qualitative research techniques 1
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
la transferència tecnològica,ca,100,technological transfer
competències emprenedores,ca,100,entrepreneurial competences
experiències en centres tecnològics,ca,100,experiences in technological centers
polítiques d'r+d+i,ca,100,r+d+i policy
vigilància tecnològica,ca,100,technological surveillance
economia de la innovació i sistemes d'innovació,ca,100,Innovation Economy and Innovation Systems
el finançament per a noves empreses innovadores,ca,100,funding for new innovative companies
innovació tecnològica,ca,100,technological innovation
experiències en vivers d'empresa,ca,100,experiences in business nurseries
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
estratègia i màrqueting per a l'emprenedor,ca,100,strategy and marketing for the entrepreneur
gestió financera del projecte emprenedor,ca,100,financial management of the entrepreneurial project
gestió de projectes d'r+d+i,ca,100,project management of r+d+i
responsabilitat social corporativa,ca,100,corporate social responsibility
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
diagnòstic estratègic i gestió emprenedora,ca,100,strategic diagnosis and entrepreneurial management
treball de fi de màster,ca,100,Final Masterwork
introducció a la macroeconomia,ca,100,introduction to macroeconomics
relacions econòmiques internacionals,ca,100,International economic relations
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
comptabilitat financera superior,ca,100,superior financial accounting
mercats i actius financers 1,ca,100,markets and financial assets 1
treball de fi de grau,ca,100,end-of-degree work
economia internacional,ca,100,International economy
comptabilitat i fiscalitat,ca,100,ability and taxation
microeconomia,ca,100,microeconomics
macroeconomia monetària,ca,100,monetary macroeconomics
màrqueting internacional,ca,100,international marketing
anàlisi de dades financeres,ca,100,financial data analysis
màrqueting,ca,100,marketing
fiscalitat,ca,100,fascility
finances internacionals,ca,100,International Finance
història econòmica,ca,100,economic history
control de gestió i sistemes d'informació,ca,100,management control and information systems
direcció estratègica,ca,100,strategic direction
consolidació d'estats financers,ca,100,consolidation of financial states
auditoria,ca,100,audit
matemàtiques 1,ca,100,mathematics 1
matemàtiques 2,ca,100,mathematics 2
direcció financera:finançament,ca,100,financial management:financing
comptabilitat de gestió,ca,100,comptability of management
jocs d'empresa,ca,100,business games
comptabilitat financera,ca,100,financial accounting
dret del mercat internacional,ca,100,international market site
introducció a la microeconomia,ca,100,introduction to microeconomics
valoració d'actius financers,ca,100,valuation of financial assets
planificació econòmica i financera,ca,100,economic and financial planning
estadística 2,ca,100,statistics 2
administració d'empreses,ca,100,business administration
dret dels mercats financers,ca,100,right of financial markets
organització d'empreses,ca,100,organisation of companies
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
gestió del risc en les operacions financeres,ca,100,Risk management in financial operations
mercats i actius financers 2,ca,100,markets and financial assets 2
estadística 1,ca,100,statistics 1
introducció a la comptabilitat,ca,100,introduction to accounting
principis d'economia aplicada,ca,100,principles of applied economy
direcció financera: inversió,ca,100,financial management: investment
anàlisi dels estats financers,ca,100,analysis of financial states
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
pràctiques acadèmiques externes,ca,100,external academic practices
fonaments dels mercats financers,ca,100,fundaments of financial markets
màrqueting de serveis financers,ca,100,marketing of financial services
economia mundial,ca,100,global economy
dret mercantil,ca,100,mercantile right
finances sostenibles,ca,100,sustainable financials
fonaments de màrqueting,ca,100,marketing releases
pràctiques acadèmiques externes,ca,100,external academic practices
direcció financera: finançament,ca,100,financial management: financing
direcció estratègica,ca,100,strategic direction
màrqueting internacional,ca,100,international marketing
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
anàlisi dels estats financers,ca,100,analysis of financial states
dret del mercat internacional,ca,100,international market site
comportament del consumidor,ca,100,consumer behavior
introducció a la comptabilitat,ca,100,introduction to accounting
direcció estratègica de màrqueting,ca,100,strategic marketing direction
direcció d'operacions,ca,100,direction of operations
direcció de recursos humans,ca,100,direction of human resources
gestió de la qualitat,ca,100,Quality management
economia internacional,ca,100,International economy
relacions econòmiques internacionals,ca,100,International economic relations
tècniques de comunicació i vendes,ca,100,communication and sales techniques
comportament organitzatiu,ca,100,organizational behavior
comptabilitat financera,ca,100,financial accounting
matemàtiques 2,ca,100,mathematics 2
mercats i instruments financers,ca,100,markets and financial instruments
direcció financera: inversió,ca,100,financial management: investment
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
matemàtiques 1,ca,100,mathematics 1
economia mundial,ca,100,global economy
estadística 1,ca,100,statistics 1
tècniques de decisió empresarial,ca,100,business decision techniques
investigació de mercats i aplicacions,ca,100,market and application research
macroeconomia,ca,100,macroeconomia
e-màrqueting,ca,100,e-marketing
jocs d'empresa,ca,100,business games
disseny organitzatiu,ca,100,organizational design
introducció a la microeconomia,ca,100,introduction to microeconomics
sociologia de l'empresa,ca,100,sociology of the company
introducció a la macroeconomia,ca,100,introduction to macroeconomics
dret mercantil,ca,100,mercantile right
innovació i canvi tecnològic,ca,100,innovation and technological change
màrqueting industrial i de serveis,ca,100,industrial marketing and services
finances internacionals,ca,100,International Finance
comptabilitat de gestió,ca,100,comptability of management
estadística 2,ca,100,statistics 2
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
valoració d'actius financers,ca,100,valuation of financial assets
principis d'economia aplicada,ca,100,principles of applied economy
organització d'empreses,ca,100,organisation of companies
microeconomia,ca,100,microeconomics
fiscalitat,ca,100,fascility
treball de fi de grau,ca,100,end-of-degree work
política de distribució,ca,100,distribution policy
investigació de mercats 2,ca,100,market research 2
gestió estratègica de la marca,ca,100,strategic management of the brand
política de producte,ca,100,product policy
idioma modern,ca,100,modern language
informàtica aplicada al màrqueting,ca,100,informatics applied to marketing
dret mercantil,ca,100,mercantile right
comportament organitzatiu,ca,100,organizational behavior
direcció d'operacions,ca,100,direction of operations
introducció a la microeconomia,ca,100,introduction to microeconomics
direcció financera: inversió,ca,100,financial management: investment
estadística 2,ca,100,statistics 2
direcció estratègica,ca,100,strategic direction
introducció a la comptabilitat,ca,100,introduction to accounting
estadística 1,ca,100,statistics 1
sociologia de l'empresa,ca,100,sociology of the company
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
direcció estratègica de màrqueting,ca,100,strategic marketing direction
macroeconomia,ca,100,macroeconomia
comptabilitat de gestió,ca,100,comptability of management
economia mundial,ca,100,global economy
anàlisi dels estats financers,ca,100,analysis of financial states
matemàtiques 2,ca,100,mathematics 2
fonaments de màrqueting,ca,100,marketing releases
gestió de la qualitat,ca,100,Quality management
principis d'economia aplicada,ca,100,principles of applied economy
direcció financera: finançament,ca,100,financial management: financing
comptabilitat financera,ca,100,financial accounting
introducció a la macroeconomia,ca,100,introduction to macroeconomics
microeconomia,ca,100,microeconomics
investigació de mercats i aplicacions,ca,100,market and application research
organització d'empreses,ca,100,organisation of companies
matemàtiques 1,ca,100,mathematics 1
fiscalitat,ca,100,fascility
màrqueting relacional i directe,ca,100,relational and direct marketing
màrqueting i sistemes d'informació aplicats,ca,100,marketing and applied information systems
comportament del consumidor 1,ca,100,consumer behavior 1
direcció de màrqueting internacional,ca,100,International marketing management
direcció de recursos humans,ca,100,direction of human resources
comportament del consumidor 2,ca,100,consumer behavior 2
direcció de vendes,ca,100,sales management
creació d'empreses,ca,100,corporate creation
política de preus i costos,ca,100,price and cost policy
mètodes de decisió aplicats al màrqueting,ca,100,decision methods applied to marketing
comunicació i publicitat,ca,100,communication and advertising
tècniques de negociació comercial,ca,100,commercial trading techniques
estratègies de màrqueting digital,ca,100,digital marketing strategies
matemàtiques 1,ca,100,mathematics 1
estadística 1,ca,100,statistics 1
dret processal civil,ca,100,civil procedural site
dret de successions,ca,100,dret de successions
investigació de mercats i aplicacions,ca,100,market and application research
màrqueting internacional,ca,100,international marketing
economia internacional,ca,100,International economy
màrqueting industrial i de serveis,ca,100,industrial marketing and services
comportament del consumidor,ca,100,consumer behavior
treball de fi de grau i (g.d),ca,100,Final degree work and (g.d)
introducció a la macroeconomia,ca,100,introduction to macroeconomics
fonaments de dret públic de catalunya,ca,100,fonaments de dret públic de Catalunya
drets fonamentals,ca,100,fundamental rights
direcció estratègica de màrqueting,ca,100,strategic marketing direction
direcció de recursos humans,ca,100,direction of human resources
anàlisi dels estats financers,ca,100,analysis of financial states
habilitats del jurista,ca,100,Jurist skills
introducció a la microeconomia,ca,100,introduction to microeconomics
activitat administrativa i control de les administracions públiques,ca,100,administrative activity and control of the public administrations
dret de família,ca,100,family right
direcció estratègica,ca,100,strategic direction
relacions econòmiques internacionals,ca,100,International economic relations
dret romà,ca,100,Roman right
història del dret,ca,100,history of law
direcció financera: finançament,ca,100,financial management: financing
pràctiques acadèmiques externes,ca,100,external academic practices
teoria del dret,ca,100,theory of law
dret del mercat internacional,ca,100,international market site
microeconomia,ca,100,microeconomics
sociologia de l'empresa,ca,100,sociology of the company
dret mercantil: insolvència i tràfic jurídic de l'empresari,ca,100,mercantile right: insolvency and legal trafficking of the employer
constitució i sistema de fonts,ca,100,constitution and system of sources
matemàtiques 2,ca,100,mathematics 2
part general del dret civil,ca,100,general part of civil law
dret penal. part general,ca,100,criminal right. general part
dret del treball i de la seguretat social,ca,100,right of work and social security
direcció financera: inversió,ca,100,financial management: investment
e-màrqueting,ca,100,e-marketing
tècniques de comunicació i vendes,ca,100,communication and sales techniques
comportament organitzatiu,ca,100,organizational behavior
dret internacional públic,ca,100,international public right
estadística 2,ca,100,statistics 2
dret processal penal,ca,100,criminal procedural right
fonaments de màrqueting,ca,100,marketing releases
dret comparat,ca,100,comparative right
economia mundial,ca,100,global economy
institucions de dret de la unió europea,ca,100,European Union law institutions
comptabilitat de gestió,ca,100,comptability of management
dret d'obligacions i contractes,ca,100,right of obligations and contracts
drets reals,ca,100,real rights
tècniques de decisió empresarial,ca,100,business decision techniques
introducció a la comptabilitat,ca,100,introduction to accounting
comptabilitat financera,ca,100,financial accounting
principis d'economia aplicada,ca,100,principles of applied economy
l'acció administrativa especialitzada i els béns públics,ca,100,specialized administrative action and public goods
dret financer,ca,100,financial right
sistema tributari,ca,100,tributary system
ciència política,ca,100,political science
gestió de la qualitat,ca,100,Quality management
macroeconomia,ca,100,macroeconomia
dret internacional privat,ca,100,private international right
filosofia del dret,ca,100,Philosophy of Law
direcció d'operacions,ca,100,direction of operations
dret mercantil: l'empresari i la seva activitat en el mercat. l'empresari social,ca,100,mercantile right: the businessman and his activity in the market. the Social Entrepreneur
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
els delictes en el sistema penal espanyol,ca,100,crimes in the Spanish penal system
treball de fi de grau ii (g.ade),ca,100,final ii degree work (g.ade)
finances internacionals,ca,100,International Finance
organització d'empreses,ca,100,organisation of companies
introducció al dret processal,ca,100,introduction to procedural law
organització i institucions bàsiques administratives,ca,100,organisation and basic administrative institutions
matemàtiques 1,ca,100,mathematics 1
dret mercantil,ca,100,mercantile right
treball de fi de grau i (g.fic),ca,100,Final degree work and (g.fic)
història econòmica,ca,100,economic history
comptabilitat financera,ca,100,financial accounting
direcció estratègica de màrqueting,ca,100,strategic marketing direction
estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
introducció a la comptabilitat,ca,100,introduction to accounting
direcció d'operacions,ca,100,direction of operations
direcció financera: finançament,ca,100,financial management: financing
màrqueting internacional,ca,100,international marketing
gestió del risc en les operacions financeres,ca,100,Risk management in financial operations
e-màrqueting,ca,100,e-marketing
fonaments de màrqueting,ca,100,marketing releases
direcció de recursos humans,ca,100,direction of human resources
sociologia de l'empresa,ca,100,sociology of the company
pràctiques acadèmiques externes,ca,100,external academic practices
relacions econòmiques internacionals,ca,100,International economic relations
màrqueting de serveis financers,ca,100,marketing of financial services
dret dels mercats financers,ca,100,right of financial markets
principis d'economia aplicada,ca,100,principles of applied economy
matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
mercats i actius financers 1,ca,100,markets and financial assets 1
comptabilitat de gestió,ca,100,comptability of management
planificació econòmica i financera,ca,100,economic and financial planning
control de gestió i sistemes d'informació,ca,100,management control and information systems
comptabilitat financera superior,ca,100,superior financial accounting
direcció financera: inversió,ca,100,financial management: investment
valoració d'actius financers,ca,100,valuation of financial assets
macroeconomia,ca,100,macroeconomia
estadística 1,ca,100,statistics 1
investigació de mercats i aplicacions,ca,100,market and application research
treball de fi de grau ii (g.ade),ca,100,final ii degree work (g.ade)
anàlisi de dades financeres,ca,100,financial data analysis
finances sostenibles,ca,100,sustainable financials
jocs d'empresa,ca,100,business games
organització d'empreses,ca,100,organisation of companies
economia internacional,ca,100,International economy
microeconomia,ca,100,microeconomics
direcció estratègica,ca,100,strategic direction
economia mundial,ca,100,global economy
fiscalitat,ca,100,fascility
dret del mercat internacional,ca,100,international market site
estadística 2,ca,100,statistics 2
tècniques de decisió empresarial,ca,100,business decision techniques
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
fonaments dels mercats financers,ca,100,fundaments of financial markets
finances internacionals,ca,100,International Finance
comptabilitat i fiscalitat,ca,100,ability and taxation
comportament del consumidor,ca,100,consumer behavior
auditoria,ca,100,audit
mercats i actius financers 2,ca,100,markets and financial assets 2
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
comportament organitzatiu,ca,100,organizational behavior
anàlisi dels estats financers,ca,100,analysis of financial states
consolidació d'estats financers,ca,100,consolidation of financial states
introducció a la microeconomia,ca,100,introduction to microeconomics
introducció a la macroeconomia,ca,100,introduction to macroeconomics
matemàtiques 2,ca,100,mathematics 2
gestió de la qualitat,ca,100,Quality management
tècniques de comunicació i vendes,ca,100,communication and sales techniques
constitució i sistema de fonts,ca,100,constitution and system of sources
presencial,ca,100,presential
presencial,ca,100,presential
presencial,ca,100,presential
habilitats del jurista,ca,100,Jurist skills
història del dret,ca,100,history of law
ciència política,ca,100,political science
presencial,ca,100,presential
presencial,ca,100,presential
presencial,ca,100,presential
dret romà,ca,100,Roman right
dret internacional públic,ca,100,international public right
teoria del dret,ca,100,theory of law
immunologia,ca,100,immunology
processos i productes biotecnològics,ca,100,processes and biotechnology products
aplicacions mòbils i encastades,ca,100,mobile and embedded applications
estructura i funció de biomolècules,ca,100,structure and function of biomolecules
metabolisme de microorganismes,ca,100,metabolism of microorganisms
enginyeria de bioreactors,ca,100,bioreactor engineering
biotecnologia molecular microbiana,ca,100,microbial molecular biotechnology
genètica,ca,100,genetics
microbiologia,ca,100,microbiology
metodologies de la programació,ca,100,metodologies of programming
sistemes de temps real,ca,100,real-time systems
biologia cel·lular,ca,100,cellular biology
cultius cel·lulars,ca,100,cellular cultures
gestió de sistemes i xarxes,ca,100,systems management and networks
treball de fi de grau i (g.ei),ca,100,Final degree work and (g.ei)
