id,original,detected_language,confidence,translated_text
2797,direcció d'operacions,cat,0.984458565711975,address of operations
2798,dret mercantil: l'empresari i la seva activitat en el mercat. l'empresari social,cat,0.931388974189758,mercantile law: the employer and his activity at the market. the social employer
2799,matemàtiques de les operacions financeres,cat,0.87033885717392,mathematicians of the financial operations
2800,els delictes en el sistema penal espanyol,cat,0.987065017223358,the crimes at the Spanish penal system
2801,treball de fi de grau ii (g.ade),cat,0.515721499919891,work of end of rank *ii (g.ade)
2802,finances internacionals,cat,0.732075810432434,international finances
2803,organització d'empreses,cat,0.994008660316467,organisation of companies
2804,introducció al dret processal,cat,0.983500957489014,introduction at the procedural law
2805,organització i institucions bàsiques administratives,cat,0.972687602043152,organisation and administrative basic institutions
2806,matemàtiques 1,cat,0.949541330337524,mathematicians 1
2807,dret mercantil,cat,0.815323412418366,mercantile law
2808,treball de fi de grau i (g.fic),cat,0.567964494228363,work of end of rank and (g.fic)
2809,història econòmica,cat,0.974721074104309,economic history
2810,comptabilitat financera,cat,0.700393795967102,financial accounting
2811,direcció estratègica de màrqueting,cat,0.995067656040192,strategic address of marketing
2812,estudis en el marc de convenis de mobilitat 3,cat,0.890184044837952,surveys at the frame of agreements of mobility 3
2813,introducció a la comptabilitat,cat,0.959679245948792,introduction at the accounting
2814,direcció d'operacions,cat,0.984458565711975,address of operations
2815,direcció financera: finançament,cat,0.983804821968079,financial address: financing
2816,màrqueting internacional,cat,0.934870064258575,international marketing
2817,gestió del risc en les operacions financeres,cat,0.833097100257874,management of the risk at the financial operations
2818,e-màrqueting,cat,0.923550546169281,*e-marketing
2819,fonaments de màrqueting,cat,0.909513652324677,bedrocks of marketing
2820,direcció de recursos humans,cat,0.992415547370911,address of human resources
2821,sociologia de l'empresa,cat,0.819093883037567,sociology of the company
2822,pràctiques acadèmiques externes,cat,0.835343658924103,external academic practices
2823,relacions econòmiques internacionals,cat,0.848174154758453,international economic accounts
2824,màrqueting de serveis financers,cat,0.897133529186249,marketing of financial kicks
2825,dret dels mercats financers,cat,0.926172375679016,law of the financial markets
2826,principis d'economia aplicada,cat,0.924228250980377,principles of economics applied
2827,matemàtiques de les operacions financeres,cat,0.87033885717392,mathematicians of the financial operations
2828,mercats i actius financers 1,cat,0.773647308349609,markets and active financiers 1
2829,comptabilitat de gestió,cat,0.868772268295288,accounting of management
2830,planificació econòmica i financera,cat,0.983375668525696,economic and financial planning
2831,control de gestió i sistemes d'informació,cat,0.963165402412415,control of management and systems of information
2832,comptabilitat financera superior,cat,0.748994708061218,superior financial accounting
2833,direcció financera: inversió,cat,0.997880935668945,financial address: reversal
2834,valoració d'actius financers,cat,0.949350655078888,appraisal of active financiers
2835,macroeconomia,cat,0.656534969806671,macroeconomy
2836,estadística 1,cat,0.961453557014465,statistics 1
2837,investigació de mercats i aplicacions,cat,0.973557651042938,inquest of markets and apps
2838,treball de fi de grau ii (g.ade),cat,0.515721499919891,work of end of rank *ii (g.ade)
2839,anàlisi de dades financeres,cat,0.954827427864075,analysis of financial data
2840,finances sostenibles,cat,0.589808762073517,sustainable finances
2841,jocs d'empresa,cat,0.900791585445404,games of company
2842,organització d'empreses,cat,0.994008660316467,organisation of companies
2843,economia internacional,cat,0.853303074836731,international economics
2844,microeconomia,cat,0.626591503620148,*microeconomia
2845,direcció estratègica,cat,0.992806494235992,strategic address
2846,economia mundial,cat,0.8354532122612,world economics
2847,fiscalitat,cat,0.761688470840454,taxation
2848,dret del mercat internacional,cat,0.880320370197296,law of the international market
2849,estadística 2,cat,0.962580144405365,statistics 2
2850,tècniques de decisió empresarial,cat,0.976659119129181,technicians of business decision
2851,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
2852,fonaments dels mercats financers,cat,0.890595078468323,bedrocks of the financial markets
2853,finances internacionals,cat,0.732075810432434,international finances
2854,comptabilitat i fiscalitat,cat,0.762032330036163,accounting and taxation
2855,comportament del consumidor,cat,0.727412104606628,behaviour of the consumer
2856,auditoria,cat,0.706476151943207,audit
2857,mercats i actius financers 2,cat,0.779969930648804,markets and active financiers 2
2858,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
2859,comportament organitzatiu,cat,0.923536598682404,organisational behaviour
2860,anàlisi dels estats financers,cat,0.983081340789795,analysis of the financial states
2861,consolidació d'estats financers,cat,0.962009906768799,consolidation of financial states
2862,introducció a la microeconomia,cat,0.954943478107452,introduction at the *microeconomia
2863,introducció a la macroeconomia,cat,0.958798766136169,introduction at the macroeconomy
2864,matemàtiques 2,cat,0.951704800128937,mathematicians 2
2865,gestió de la qualitat,cat,0.89607584476471,management of the quality
2866,tècniques de comunicació i vendes,cat,0.969336748123169,technicians of communication and sales
2867,constitució i sistema de fonts,cat,0.943438947200775,constitution and system of fonts
2868,presencial,cat,0.819920361042023,face-to-face
2869,presencial,cat,0.819920361042023,face-to-face
2870,presencial,cat,0.819920361042023,face-to-face
2871,habilitats del jurista,cat,0.814541161060333,abilities of the jurist
2872,història del dret,cat,0.956509053707123,history of the law
2873,ciència política,cat,0.994139671325684,political science
2874,presencial,cat,0.819920361042023,face-to-face
2875,presencial,cat,0.819920361042023,face-to-face
2876,presencial,cat,0.819920361042023,face-to-face
2877,dret romà,cat,0.976126372814178,Roman law
2878,dret internacional públic,cat,0.934302508831024,public international law
2879,teoria del dret,cat,0.865001857280731,theory of the law
2880,immunologia,cat,0.658938348293304,immunology
2881,processos i productes biotecnològics,cat,0.93471884727478,processes and products *biotecnològics
2882,aplicacions mòbils i encastades,cat,0.955588757991791,mobile apps and embedded
2883,estructura i funció de biomolècules,cat,0.952073454856873,structure and function of *biomolècules
2884,metabolisme de microorganismes,cat,0.57067084312439,metabolism of microorganisms
2885,enginyeria de bioreactors,cat,0.823011875152588,engineering of bioreactors
2886,biotecnologia molecular microbiana,cat,0.753431379795075,microbial molecular biotechnology
2887,genètica,cat,0.870940804481506,genetics
2888,microbiologia,cat,0.714826881885529,microbiology
2889,metodologies de la programació,cat,0.943730771541595,methodologies of the programming
2890,sistemes de temps real,cat,0.522695064544678,systems of real time
2891,biologia cel·lular,cat,0.991165161132812,cellular biology
2892,cultius cel·lulars,cat,0.992182672023773,cellular crops
2893,gestió de sistemes i xarxes,cat,0.861579060554504,management of systems and meshes
2894,treball de fi de grau i (g.ei),cat,0.443135619163513,work of end of rank and (g.ei)
2895,bioinformàtica,cat,0.966666996479034,*bioinformàtica
2896,enginyeria bioquímica,cat,0.894713878631592,biochemical engineering
2897,estructures de dades,cat,0.90030163526535,structures of data
2898,bioquímica,cat,0.827858924865723,biochemist
2899,fonaments de computadors,cat,0.907936334609985,bedrocks of computers
2900,matemàtica discreta 1,cat,0.978573322296143,discrete mathematician 1
2501,treball de fi de grau,cat,0.623390972614288,work of end of rank
2502,dret del mercat internacional,cat,0.880320370197296,law of the international market
2503,economia internacional,cat,0.853303074836731,international economics
2504,introducció a la macroeconomia,cat,0.958798766136169,introduction at the macroeconomy
2505,estadística 1,cat,0.961453557014465,statistics 1
2506,microeconomia,cat,0.626591503620148,*microeconomia
2507,direcció de recursos humans,cat,0.992415547370911,address of human resources
2508,matemàtiques de les operacions financeres,cat,0.87033885717392,mathematicians of the financial operations
2509,tècniques de comunicació i vendes,cat,0.969336748123169,technicians of communication and sales
2510,tècniques de decisió empresarial,cat,0.976659119129181,technicians of business decision
2511,màrqueting internacional,cat,0.934870064258575,international marketing
2512,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
2513,estudis en el marc de convenis de mobilitat 3,cat,0.890184044837952,surveys at the frame of agreements of mobility 3
2514,innovació i canvi tecnològic,cat,0.996455550193787,innovation and technological change
2515,història econòmica,cat,0.974721074104309,economic history
2516,comportament organitzatiu,cat,0.923536598682404,organisational behaviour
2517,responsabilitat social corporativa,cat,0.767251491546631,corporate social responsibility
2518,jocs d'empresa,cat,0.900791585445404,games of company
2519,direcció estratègica,cat,0.992806494235992,strategic address
2520,sociologia de l'empresa,cat,0.819093883037567,sociology of the company
2521,pràctiques acadèmiques externes,cat,0.835343658924103,external academic practices
2522,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
2523,fonaments dels mercats financers,cat,0.890595078468323,bedrocks of the financial markets
2524,direcció financera: finançament,cat,0.983804821968079,financial address: financing
2525,comportament del consumidor,cat,0.727412104606628,behaviour of the consumer
2526,economia mundial,cat,0.8354532122612,world economics
2527,direcció financera: inversió,cat,0.997880935668945,financial address: reversal
2528,direcció estratègica de màrqueting,cat,0.995067656040192,strategic address of marketing
2529,relacions econòmiques internacionals,cat,0.848174154758453,international economic accounts
2530,valoració d'actius financers,cat,0.949350655078888,appraisal of active financiers
2531,organització d'empreses,cat,0.994008660316467,organisation of companies
2532,comptabilitat financera,cat,0.700393795967102,financial accounting
2533,introducció a la microeconomia,cat,0.954943478107452,introduction at the *microeconomia
2534,e-màrqueting,cat,0.923550546169281,*e-marketing
2535,gestió de la qualitat,cat,0.89607584476471,management of the quality
2536,mercats i instruments financers,cat,0.658574044704437,markets and financial instruments
2537,comptabilitat de gestió,cat,0.868772268295288,accounting of management
2538,principis d'economia aplicada,cat,0.924228250980377,principles of economics applied
2539,dret mercantil,cat,0.815323412418366,mercantile law
2540,fonaments de màrqueting,cat,0.909513652324677,bedrocks of marketing
2541,macroeconomia,cat,0.656534969806671,macroeconomy
2542,màrqueting industrial i de serveis,cat,0.905800044536591,industrial marketing and of kicks
2543,estadística 2,cat,0.962580144405365,statistics 2
2544,matemàtiques 2,cat,0.951704800128937,mathematicians 2
2545,direcció d'operacions,cat,0.984458565711975,address of operations
2546,finances internacionals,cat,0.732075810432434,international finances
2547,investigació de mercats i aplicacions,cat,0.973557651042938,inquest of markets and apps
2548,anàlisi dels estats financers,cat,0.983081340789795,analysis of the financial states
2549,estratègies de màrqueting,cat,0.909858047962189,strategies of marketing
2550,estudis en el marc de convenis de mobilitat 3,cat,0.890184044837952,surveys at the frame of agreements of mobility 3
2551,treball de fi de màster,cat,0.826329469680786,work of end of *màster
2552,productes i instruments financers,cat,0.644935548305512,products and financial instruments
2553,instruments per a la decisió en la incertesa,cat,0.934498131275177,instruments for the decision at the uncertainty
2554,tècniques quantitatives de recerca 1,cat,0.746205449104309,quantitative technicians of enquiry 1
2555,procés de consultoria,cat,0.787904322147369,process of consulting
2556,casos i experiències empresarials,cat,0.976662456989288,cases and business experiences
2557,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
2558,simulació empresarial,cat,0.977696657180786,business simulation
2559,emprenedoria i pla d'empresa,cat,0.925768852233887,entrepreneurship and plan of company
2560,lideratge i gestió del talent,cat,0.934325516223907,leadership and management of the talent
2561,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
2562,direcció estratègica avançada,cat,0.987583100795746,strategic address advanced
2563,internacionalització de l'empresa,cat,0.990502655506134,internationalisation of the company
2564,estratègies financeres,cat,0.676686704158783,financial strategies
2565,procés d'investigació,cat,0.967140316963196,process of inquest
2566,valoració de la producció científica,cat,0.996021389961243,appraisal of the scientific production
2567,habilitats directives,cat,0.723528385162354,managerial abilities
2568,responsabilitat social corporativa,cat,0.767251491546631,corporate social responsibility
2569,comptabilitat de gestió i indicadors empresarials,cat,0.949244558811188,accounting of management and business indicators
2570,tècniques qualitatives de recerca 1,cat,0.711912572383881,qualitative technicians of enquiry 1
2571,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
2572,la transferència tecnològica,cat,0.997476816177368,the technological transfer
2573,competències emprenedores,cat,0.979193449020386,competences entrepreneurs
2574,experiències en centres tecnològics,cat,0.990196943283081,experiences at technological centres
2575,polítiques d'r+d+i,cat,0.702845513820648,politicians of *r+*d+and
2576,vigilància tecnològica,cat,0.988038301467896,technological surveillance
2577,economia de la innovació i sistemes d'innovació,cat,0.987743139266968,economics of the innovation and systems of innovation
2578,el finançament per a noves empreses innovadores,cat,0.921490848064423,the financing for new innovative companies
2579,innovació tecnològica,cat,0.997005343437195,technological innovation
2580,experiències en vivers d'empresa,cat,0.975516438484192,experiences at nurseries of company
2581,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
2582,estratègia i màrqueting per a l'emprenedor,cat,0.957781195640564,strategy and marketing for the entrepreneur
2583,gestió financera del projecte emprenedor,cat,0.954511880874634,financial management of the project entrepreneur
2584,gestió de projectes d'r+d+i,cat,0.874855220317841,management of projects of *r+*d+and
2585,responsabilitat social corporativa,cat,0.767251491546631,corporate social responsibility
2586,estudis en el marc de convenis de mobilitat 3,cat,0.890184044837952,surveys at the frame of agreements of mobility 3
2587,diagnòstic estratègic i gestió emprenedora,cat,0.931826233863831,strategic diagnostic and management entrepreneur
2588,treball de fi de màster,cat,0.826329469680786,work of end of *màster
2589,introducció a la macroeconomia,cat,0.958798766136169,introduction at the macroeconomy
2590,relacions econòmiques internacionals,cat,0.848174154758453,international economic accounts
2591,estudis en el marc de convenis de mobilitat 3,cat,0.890184044837952,surveys at the frame of agreements of mobility 3
2592,comptabilitat financera superior,cat,0.748994708061218,superior financial accounting
2593,mercats i actius financers 1,cat,0.773647308349609,markets and active financiers 1
2594,treball de fi de grau,cat,0.623390972614288,work of end of rank
2595,economia internacional,cat,0.853303074836731,international economics
2596,comptabilitat i fiscalitat,cat,0.762032330036163,accounting and taxation
2597,microeconomia,cat,0.626591503620148,*microeconomia
2598,macroeconomia monetària,cat,0.88887232542038,monetary macroeconomy
2599,màrqueting internacional,cat,0.934870064258575,international marketing
2600,anàlisi de dades financeres,cat,0.954827427864075,analysis of financial data
2601,màrqueting,cat,0.927297592163086,marketing
2602,fiscalitat,cat,0.761688470840454,taxation
2603,finances internacionals,cat,0.732075810432434,international finances
2604,història econòmica,cat,0.974721074104309,economic history
2605,control de gestió i sistemes d'informació,cat,0.963165402412415,control of management and systems of information
2606,direcció estratègica,cat,0.992806494235992,strategic address
2607,consolidació d'estats financers,cat,0.962009906768799,consolidation of financial states
2608,auditoria,cat,0.706476151943207,audit
2609,matemàtiques 1,cat,0.949541330337524,mathematicians 1
2610,matemàtiques 2,cat,0.951704800128937,mathematicians 2
2611,direcció financera:finançament,cat,0.983804821968079,financial address:financing
2612,comptabilitat de gestió,cat,0.868772268295288,accounting of management
2613,jocs d'empresa,cat,0.900791585445404,games of company
2614,comptabilitat financera,cat,0.700393795967102,financial accounting
2615,dret del mercat internacional,cat,0.880320370197296,law of the international market
2616,introducció a la microeconomia,cat,0.954943478107452,introduction at the *microeconomia
2617,valoració d'actius financers,cat,0.949350655078888,appraisal of active financiers
2618,planificació econòmica i financera,cat,0.983375668525696,economic and financial planning
2619,estadística 2,cat,0.962580144405365,statistics 2
2620,administració d'empreses,cat,0.978375732898712,administration of companies
2621,dret dels mercats financers,cat,0.926172375679016,law of the financial markets
2622,organització d'empreses,cat,0.994008660316467,organisation of companies
2623,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
2624,gestió del risc en les operacions financeres,cat,0.833097100257874,management of the risk at the financial operations
2625,mercats i actius financers 2,cat,0.779969930648804,markets and active financiers 2
2626,estadística 1,cat,0.961453557014465,statistics 1
2627,introducció a la comptabilitat,cat,0.959679245948792,introduction at the accounting
2628,principis d'economia aplicada,cat,0.924228250980377,principles of economics applied
2629,direcció financera: inversió,cat,0.997880935668945,financial address: reversal
2630,anàlisi dels estats financers,cat,0.983081340789795,analysis of the financial states
2631,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
2632,matemàtiques de les operacions financeres,cat,0.87033885717392,mathematicians of the financial operations
2633,pràctiques acadèmiques externes,cat,0.835343658924103,external academic practices
2634,fonaments dels mercats financers,cat,0.890595078468323,bedrocks of the financial markets
2635,màrqueting de serveis financers,cat,0.897133529186249,marketing of financial kicks
2636,economia mundial,cat,0.8354532122612,world economics
2637,dret mercantil,cat,0.815323412418366,mercantile law
2638,finances sostenibles,cat,0.589808762073517,sustainable finances
2639,fonaments de màrqueting,cat,0.909513652324677,bedrocks of marketing
2640,pràctiques acadèmiques externes,cat,0.835343658924103,external academic practices
2641,direcció financera: finançament,cat,0.983804821968079,financial address: financing
2642,direcció estratègica,cat,0.992806494235992,strategic address
2643,màrqueting internacional,cat,0.934870064258575,international marketing
2644,estudis en el marc de convenis de mobilitat 3,cat,0.890184044837952,surveys at the frame of agreements of mobility 3
2645,anàlisi dels estats financers,cat,0.983081340789795,analysis of the financial states
2646,dret del mercat internacional,cat,0.880320370197296,law of the international market
2647,comportament del consumidor,cat,0.727412104606628,behaviour of the consumer
2648,introducció a la comptabilitat,cat,0.959679245948792,introduction at the accounting
2649,direcció estratègica de màrqueting,cat,0.995067656040192,strategic address of marketing
2650,direcció d'operacions,cat,0.984458565711975,address of operations
2651,direcció de recursos humans,cat,0.992415547370911,address of human resources
2652,gestió de la qualitat,cat,0.89607584476471,management of the quality
2653,economia internacional,cat,0.853303074836731,international economics
2654,relacions econòmiques internacionals,cat,0.848174154758453,international economic accounts
2655,tècniques de comunicació i vendes,cat,0.969336748123169,technicians of communication and sales
2656,comportament organitzatiu,cat,0.923536598682404,organisational behaviour
2657,comptabilitat financera,cat,0.700393795967102,financial accounting
2658,matemàtiques 2,cat,0.951704800128937,mathematicians 2
2659,mercats i instruments financers,cat,0.658574044704437,markets and financial instruments
2660,direcció financera: inversió,cat,0.997880935668945,financial address: reversal
2661,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
2662,matemàtiques 1,cat,0.949541330337524,mathematicians 1
2663,economia mundial,cat,0.8354532122612,world economics
2664,estadística 1,cat,0.961453557014465,statistics 1
2665,tècniques de decisió empresarial,cat,0.976659119129181,technicians of business decision
2666,investigació de mercats i aplicacions,cat,0.973557651042938,inquest of markets and apps
2667,macroeconomia,cat,0.656534969806671,macroeconomy
2668,e-màrqueting,cat,0.923550546169281,*e-marketing
2669,jocs d'empresa,cat,0.900791585445404,games of company
2670,disseny organitzatiu,cat,0.949145317077637,organisational design
2671,introducció a la microeconomia,cat,0.954943478107452,introduction at the *microeconomia
2672,sociologia de l'empresa,cat,0.819093883037567,sociology of the company
2673,introducció a la macroeconomia,cat,0.958798766136169,introduction at the macroeconomy
2674,dret mercantil,cat,0.815323412418366,mercantile law
2675,innovació i canvi tecnològic,cat,0.996455550193787,innovation and technological change
2676,màrqueting industrial i de serveis,cat,0.905800044536591,industrial marketing and of kicks
2677,finances internacionals,cat,0.732075810432434,international finances
2678,comptabilitat de gestió,cat,0.868772268295288,accounting of management
2679,estadística 2,cat,0.962580144405365,statistics 2
2680,matemàtiques de les operacions financeres,cat,0.87033885717392,mathematicians of the financial operations
2681,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
2682,valoració d'actius financers,cat,0.949350655078888,appraisal of active financiers
2683,principis d'economia aplicada,cat,0.924228250980377,principles of economics applied
2684,organització d'empreses,cat,0.994008660316467,organisation of companies
2685,microeconomia,cat,0.626591503620148,*microeconomia
2686,fiscalitat,cat,0.761688470840454,taxation
2687,treball de fi de grau,cat,0.623390972614288,work of end of rank
2688,política de distribució,cat,0.986822962760925,politician of distribution
2689,investigació de mercats 2,cat,0.958998024463654,inquest of markets 2
2690,gestió estratègica de la marca,cat,0.970071911811829,strategic management of the mark
2691,política de producte,cat,0.880578696727753,politician of product
2692,idioma modern,cat,0.79463928937912,modern language
2693,informàtica aplicada al màrqueting,cat,0.994563281536102,computing applied at the marketing
2694,dret mercantil,cat,0.815323412418366,mercantile law
2695,comportament organitzatiu,cat,0.923536598682404,organisational behaviour
2696,direcció d'operacions,cat,0.984458565711975,address of operations
2697,introducció a la microeconomia,cat,0.954943478107452,introduction at the *microeconomia
2698,direcció financera: inversió,cat,0.997880935668945,financial address: reversal
2699,estadística 2,cat,0.962580144405365,statistics 2
2700,direcció estratègica,cat,0.992806494235992,strategic address
3101,luminotècnia,cat,0.832258999347687,*luminotècnia
3102,transport d'energia elèctrica,cat,0.798369526863098,transport of electrical energy
3103,gestió i direcció de projectes,cat,0.994092404842377,management and address of projects
3104,pràctiques acadèmiques externes 2,cat,0.833422899246216,external academic practices 2
3105,màquines elèctriques,cat,0.89744383096695,electrical machines
3106,disseny de màquines elèctriques,cat,0.883126735687256,design of electrical machines
3107,anglès tècnic,cat,0.967200636863708,technical English
3108,automatització,cat,0.985639870166779,automation
3109,fonaments de màquines elèctriques,cat,0.886152863502502,bedrocks of electrical machines
3110,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
3111,física 2,cat,0.881584405899048,physicist 2
3112,eines per emprendre,cat,0.591939985752106,tools to undertake
3113,fonaments químics de l'enginyeria,cat,0.863227903842926,chemical bedrocks of the engineering
3114,perifèrics en instal·lacions d' automatització,cat,0.997773706912994,peripherals at installations of  automation
3115,teoria de circuits 1,cat,0.737965822219849,theory of circuits 1
3116,fonaments d'electrònica,cat,0.921751141548157,bedrocks of electronics
3117,electrònica de potència,cat,0.992145121097565,electronics of potency
3118,tecnologies mediambientals,cat,0.606973528862,environmental techs
3119,termodinàmica i hidràulica,cat,0.929664850234985,thermodynamics and hydraulics
3120,fonaments de computadors,cat,0.907936334609985,bedrocks of computers
3121,treball de fi de grau,cat,0.623390972614288,work of end of rank
3122,pràctiques acadèmiques externes 1,cat,0.828623592853546,external academic practices 1
3123,oficina tècnica,cat,0.976187884807587,technical office
3124,revolucions en física i matemàtiques,cat,0.967746794223785,revolutions at physicist and mathematicians
3125,àlgebra lineal,cat,0.867881536483765,linear algebra
3126,tecnologies òmiques i tractament de dades,cat,0.818219363689423,techs *òmiques and treatment of data
3127,biomecànica 2,cat,0.935570657253265,*biomecànica 2
3128,bioquímica,cat,0.827858924865723,biochemist
3129,xarxes de dades i internet,cat,0.837994635105133,meshes of data and internet
3130,química,cat,0.8571697473526,chemistry
3131,física 2,cat,0.881584405899048,physicist 2
3132,biologia cel·lular,cat,0.991165161132812,cellular biology
3133,gestió d'infraestructures per a la salut,cat,0.830063104629517,management of infrastructures for the health
3134,treball de fi de grau i (g.esst),cat,0.336596101522446,work of end of rank and (g.esst)
3135,treball de fi de grau ii (g.eb),cat,0.539681851863861,work of end of rank *ii (g.eb)
3136,biofluïdomecànica,cat,0.971157252788544,*biofluïdomecànica
3137,electrònica digital,cat,0.936258971691132,digital electronics
3138,enginyeria de radiofreqüència,cat,0.978869676589966,engineering of *radiofreqüència
3139,física mèdica avançada,cat,0.920379221439362,medical physicist advanced
3140,programació,cat,0.976398885250092,programming
3141,telemedicina,cat,0.681009709835053,*telemedicina
3142,electrònica analògica,cat,0.990146219730377,analog electronics
3143,fonaments de comunicacions 2,cat,0.817036867141724,bedrocks of communications 2
3144,fonaments de computadors,cat,0.907936334609985,bedrocks of computers
3145,tractament digital del senyal,cat,0.872441649436951,digital treatment of the signal
3146,biofísica,cat,0.873199224472046,biophysicist
3147,telecomunicacions industrials i compatibilitat electromagnètica,cat,0.841911315917969,industrial telecoms and electromagnetic compatibility
3148,comunicacions òptiques i de banda ampla,cat,0.899609923362732,optic communications and of broadband
3149,laboratori de telecomunicacions,cat,0.81259822845459,laboratory of telecoms
3150,serveis multimèdia,cat,0.902522027492523,multimedia kicks
3151,aplicacions i serveis mòbils,cat,0.942737221717834,apps and mobile kicks
3152,anàlisi matemàtica 1,cat,0.994567453861237,mathematical analysis 1
3153,orientació professional i acadèmica,cat,0.963794946670532,professional and academic orientation
3154,biomaterials i enginyeria i regeneració de teixits 2,cat,0.977080643177032,*biomaterials and engineering and regeneration of tissues 2
3155,processat d'imatges biomèdiques,cat,0.824892342090607,processed of biomedical images
3156,infraestructures per al big data,cat,0.701836466789246,infrastructures for the *big date
3157,anàlisi de dades i bioestadística,cat,0.993654012680054,analysis of data and *bioestadística
3158,antenes i radiopropagació,cat,0.949099838733673,antennas and *radiopropagació
3159,fisiopatologia,cat,0.74902355670929,pathophysiology
3160,biomecànica 1,cat,0.932641804218292,*biomecànica 1
3161,anàlisi matemàtica 2,cat,0.994786381721497,mathematical analysis 2
3162,economia i organització d'empreses,cat,0.992464184761047,economics and organisation of companies
3163,emissors i receptors,cat,0.621624767780304,emitters and receptors
3164,laboratori de sensors i tecnologies mòbils,cat,0.801852345466614,laboratory of sensors and mobile techs
3165,gestió de l'energia en sistemes de telecomunicacions,cat,0.892420768737793,management of the energy at systems of telecoms
3166,disseny de xarxes,cat,0.682833909988403,design of meshes
3167,robòtica mèdica,cat,0.924587547779083,medical robotics
3168,transmissió i propagació d'ones,cat,0.994734764099121,transmission and spread of waves
3169,comunicacions digitals,cat,0.809502065181732,digital communications
3170,"tecnologies per a xarxes de sensors, la internet de les coses i les ciutats intel·ligents",cat,0.918808281421661,"techs for meshes of sensors, the internet of the things and the intelligent cities"
3171,biomaterials i enginyeria i regeneració de teixits 1,cat,0.976599335670471,*biomaterials and engineering and regeneration of tissues 1
3172,fonaments de comunicacions 1,cat,0.811567306518555,bedrocks of communications 1
3173,projectes de telecomunicacions,cat,0.841499090194702,projects of telecoms
3174,fisiologia,cat,0.724720239639282,physiology
3175,microcontroladors i sistemes embedded,cat,0.729794681072235,microcontrollers and systems *embedded
3176,fonaments de programació,cat,0.963199615478516,bedrocks of programming
3177,física 1,cat,0.875927925109863,physicist 1
3178,anglès tècnic,cat,0.967200636863708,technical English
3179,anàlisi de circuits i sistemes lineals,cat,0.88159453868866,analysis of circuits and linear systems
3180,"equips per al monitoratge, el diagnòstic i la teràpia",cat,0.975919306278229,"squads for the monitoring, the diagnostic and the therapy"
3181,biologia computacional i analítica de dades biomèdiques,cat,0.929801225662231,computational and analytic biology of biomedical data
3182,innovació i emprenedoria,cat,0.988070249557495,innovation and entrepreneurship
3183,sensors i instrumentació,cat,0.951939225196838,sensors and instrumentation
3184,telefonia i comunicacions mòbils,cat,0.888124763965607,telephony and mobile communications
3185,telecomunicacions industrials i compatibilitat electromagnètica,cat,0.841911315917969,industrial telecoms and electromagnetic compatibility
3186,programació avançada de dispositius mòbils,cat,0.952255547046661,programming advanced of mobile devices
3187,gestió de xarxes,cat,0.888319253921509,management of meshes
3188,àlgebra lineal,cat,0.867881536483765,linear algebra
3189,sistemes telemàtics distribuïts,cat,0.98177433013916,telematic systems distributed
3190,emissors i receptors,cat,0.621624767780304,emitters and receptors
3191,antenes i radiopropagració,cat,0.956318199634552,antennas and *radiopropagració
3192,modelització de xarxes,cat,0.985317587852478,modelling of meshes
3193,fonaments de computadors,cat,0.907936334609985,bedrocks of computers
3194,telefonia i comunicacions mòbils,cat,0.888124763965607,telephony and mobile communications
3195,emissors i receptors,cat,0.621624767780304,emitters and receptors
3196,modelització de xarxes,cat,0.985317587852478,modelling of meshes
3197,serveis multimèdia,cat,0.902522027492523,multimedia kicks
3198,seguretat en xarxes,cat,0.82976645231247,security at meshes
3199,estudis en el marc de convenis de mobilitat 2,cat,0.891814172267914,surveys at the frame of agreements of mobility 2
3200,estructura de dades,cat,0.93740326166153,structure of data
3001,materials i nanoestructures,cat,0.713015973567963,material and *nanoestructures
3002,fonaments químics de l'enginyeria,cat,0.863227903842926,chemical bedrocks of the engineering
3003,estudis en el marc d'acords de mobilitat 3,cat,0.873848021030426,surveys at the frame of chords of mobility 3
3004,sistemes integrats de fabricació,cat,0.947112858295441,systems integrated of fabrication
3005,disseny i assaig de màquines,cat,0.885806500911713,design and assay of machines
3006,laboratori d'operacions unitàries,cat,0.812432587146759,laboratory of unitary operations
