web-scraper-order,web-scraper-start-url,description,contents
"1740067676-301","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116839/guia_docent","An introduction to data visualization principles and practicalities and its application to exploratory data analysis. Scientific figures design and dashboard applications with a focus on health data analysis. 
This course is coordinated by Universitat Rovira i Virgili in collaboration with Universitat de Lleida.","1. Data Visualization	- Effective data visualization- From data to graphics- Figure design- Ethics in data visualization
2. Exploratoy Data Analysis through Data Visualization	- Data Principles and Procedures of Exploratory Data Analysis- Multivariate Visualization- Exploratory Data Analysis for Complex Models- Interactive visualization strategies- Dashboard Data Visualization"
"1740067679-302","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116816/guia_docent","L'assignatura Sensors biomèdics i processament de senyal introdueix l'estudiant en els aspectes bàsics de l’adquisició de senyal basada en sensors i posterior processament, especialment aplicat al camp de la biomedicina.
L’assignatura està dividida en quatre apartats principals:
- Conceptes bàsics d’adquisició de senyal amb sensors, on s’introdueix l’arquitectura bàsica emprada en l’adquisició de dades amb sensors.
- Introducció als sensors, centrant-se fonamentalment en el camp biomèdic. Es fa un repàs dels sensors emprats en biomedicina i es donen exemples d'aplicació.
- Tècniques avançades de l'adquisició de dades amb sensors.
- Tècniques avançades de processament de dades de sensors per biomedicina.

Aquest curs està coordinat per la Universitat Autònoma de Barcelona, en col·laboració amb la Universitat de Barcelona.","1. Introducció als sistemes de mesura basats en sensors	- Sistemes d'adquisició de dades- Senyals, temps, freqüència, mostreig- Biosenyals i senyals bioelèctrics.- Instrumentació biomèdica
2. Adquisició de dades amb sensors	- Sensors i actuadors- Sensor de temperatura: exemple per a cas d’ús- Arquitectures d'adquisició de dades amb sensors- Filtrat- Amplificació- Conversió digital/analògica i analògica/digital
3. Sensors biomèdics	- Sensors i transductors en biomedicina- Pulsioxímetre- Biosenyals. Electrocardiograma- Introducció a la imatge mèdica- Raigs X i radiografia- Tomografia computeritzada- Instrumentació i seguretat
4.Introducció als senyals biomèdics i anàlisi de Fourier de sistemes lineals	- Senyals i soroll- Problemes bàsics resolts pel processament del senyal- Aplicacions del processament del senyal- Teoria de sistemes lineals- Mostreig i quantificació, interpolació de senyals
5. Processat digital del senyal	- Filtres en temps discret- Convolució- Transformada Z- Transformada de Fourier per a l'anàlisis espectral"
"1740067682-303","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116926/guia_docent","Development of a research, innovation, or entrepreneurial project in the sector of Digital Health. The Master's Thesis can be done in any of the MHEDAS participating universities, or in external entities such as companies, hospitals, start-ups, research centers, NGOs, or any other academic or non-academic institution. The student will receive both academic and non-academic support.",""
"1740067685-304","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116925/guia_docent","Compulsory cross-organizational Internship.",""
"1740067688-305","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116959/guia_docent","Modeling the Dynamic Behavior of Molecular Networks. Modeling methodologies. Simulation methodologies. Analysis methodologies. 
This course is coordinated by Universitat de Lleida (Department of Basic Medical Sciences).","1.      Introduction                                       - Overview of techniques, application fields.
2.      Network representation.              
-Alternative languages for representation of molecular networks.
 3.      Mathematical representation.   
-Alternative formalism for representation of molecular networks.
 4.      Dynamic behavior.- Use of differential equation models to simulate and predict dynamic behavior.
 5.      Homeostasis vs. transient responses.
- Sensitivity analysis. Stability analysis.
 6.      Applications.- Examples.
7.      Alternative approaches.
-  Petri nets, NN, Bayesian networks."
"1740067691-306","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116958/guia_docent","The course delves into the integration of omics and phenotypic information systems, focusing on analysis environments tailored for genetic diseases, cancer, and complex diseases. Students will explore disease trajectory analysis, enabling a comprehensive understanding of disease progression and its implications.
This course is coordinated by researchers at Barcelona Supercomputer Center.","Genomic and phenotypic information in biomedical research at a national and European level- Data ecosystems at national and European level, databases, repositories and infrastructures.
- Data and discovery environments (beacons), data access and security, data systems and federated analytics.Data integration and analysis- Computational methodologies for the integration of heterogeneous data.
- Analysis systems and platforms.
- Artificial intelligence and Machine learning in biomedicine, possibilities and limitations. The problem of biases.Use of medical and genomic information for the study of diseases- Use cases in genetic diseases, cancer and common diseases.
- Comorbidities at the epidemiological and molecular level. Incidence of medication."
"1740067695-307","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116836/guia_docent","This module is dedicated to advanced signal processing techniques in the context of neuroscience. We will study different methodologies used to study the brain in different fronts: the first part will be dedicated to electroencephalography (EEG), that measures electric signals in the brain, while the second part will be focused on neuroimaging, useful to explore brain anatomy and function. We will focus on MRI and describe some of the most important tools for segmentation and registration.

This course is coordinated by Universitat de Girona.","EEG

Neuroimaging
Review of the most important neuroimaging modalities
MRI pre-processing: bias field correction, segmentation and registration

Neuroimaging tools
Freesurfer
SPM
FSL"
"1740067698-308","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116790/guia_docent","Aquesta assignatura es centra en el desenvolupament d'algorismes i mètodes per a l'anàlisi d'imatge mèdica per al diagnòstic. Es farà una revisió dels mètodes tradicionals i de les propostes més actuals basades en deep learning pel que fa a algoritmes de pre-processament de les dades, registre i correspondència d'imatges, i segmentació i detecció de regions d'interès. Es discutiran els reptes actuals i es plantejarà un projecte final per a posar en pràctica tots els coneixements adquirits.

Aquest curs està coordinat per la Universitat de Girona.","Pre-processatEliminació de soroll
Normalització d'intensitats
Bias field correctionRegistres d'imatgesConceptes bàsics
Mètriques
Registre no-rígid
Aplicacions i mètodes actuals
Segmentació d'imatgesMètodes bàsics
Mètodes basats en deep learning
Combinació de mètodes: atlas based segmentation
Evaluació de mètodesAplicacions en l'anàlisi d'imatges mèdiquesReptes actuals en l'anàlisi d'imatges mèdiques.
Exemples."
"1740067701-309","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116837/guia_docent","El curs d'Ètica, Regulació i Privadesa introdueix els conceptes bàsics per a l'entesa de les qüestions ètiques que envolten les anàlisis i els estudis amb dades biomèdiques, incloent-hi els valors en joc i els desafiaments plantejats per la recerca biomèdica. També descriu el rol dels comitès bioètics en el plantejament i l'aprovació de les activitats de recerca, així com les recomanacions sobre les actuacions de recerca. A continuació, el curs introdueix les regulacions i bones practiques rellevants al voltant de la recol·lecció, governança, processament, protecció, compartició i publicació de dades biomèdiques, en particular quan aquestes dades estan relacionades amb individus. Finalment, el curs descriurà els principis de disseny i tecnologies adequades, incloent models de privadesa i tècniques d'anonimització, per assegurar la seguretat i privadesa dels individus les dades dels quals són utilitzats per realitzar activitats de recerca.

Aquest curs està coordinat per la Universitat rovira i Virgili, en col·laboració amb la Universitat de Vic - Universitat Central de Catalunya.","Ethics Ethics and moralitiesOmics Science and 5P Medicine: an overviewValues at stake in biomedical data scienceChallenges in biomedical data scienceELSI issuesWhat ethics for Omics and Data Science?ConclusionsRegulation    
Introduction to quality criteriaUse cases of data science in life sciences: genomics, health, clinical trials, manufacturing21 CFR Part 11 and extensionsData IntegrityALCOA++ applied to big data and cloud technologiesBig data designed as a driver for the implementation of the ICH 8 guide, beyond the CQA and CPPApplication of ICH 9 in big data and cloud systemsQuality systems applied to IT infrastructuresTraditional quality systems vs. current requirements for big data and cloud environmentsIaaS Qualification GuidelinesGuides for the validation of IaaS, PaaS, and SaaSGuides for the validation of indexed data, advanced analytics, AI, and Deep Learning on big dataRisk analysis in big data and cloud environmentsAdded value in the use of big data technologies applied to environments that require quality managementRegulatory approach in the new generation of Life SciencesPrivacy  Privacy and Data protection by designPrivacy techniques and technologiesPrivacy in databases           3.1 Basic concepts: risk and utility          3.2 Statistical disclosure control          3.3 Privacy models: k-anonymity and extensions, DP.    4. Privacy in machine learning and deep learning        4.1. Basic concepts
        4.2. Membership, Attribute, and Reconstruction attacks
        4.3. Privacy mechanisms: differential privacy, PATE, etc.    5. Anonymization software"
"1740067704-310","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116840/guia_docent","The Proteomics for Health Research teaching unit is dedicated to learning about proteomic strategies used for protein identification, protein quantitation, post-translational modifications (PTM) investigation, protein-protein interaction, biomarker research, and characterization of 
biopharmaceutical products. The big data generated by proteomics often requires the use of artificial intelligence to go further in gene ontology analysis, network analysis, and drug repositioning. Thus, in addition to learning major proteomic techniques (sample preparation, protein/peptide separation methods, mass spectrometry interface, bioinformatics, and data analysis for the applications listed in the contents), you will learn how to use artificial intelligence such as machine learning approaches for gene ontology analysis, protein and signaling network analysis, and performing drug repositioning.

This course is coordinated by Université Grenoble Alpes.","1. Introduction to proteomic principles and applications2. Principles of mass spectrometry3. Protein analysis by mass spectrometry4. Overview of separation methods and strategy5. Principles of bioinformatics and identification methods in proteomics6. Quantification methods in proteomics7. Study of post-translational modifications8A. Data analysis, ontology and artificial intelligence8B. Interactomics9A. From Biomarker Discovery to Biomarker Validation9B. Methods for characterization of biopharmaceutical products"
"1740067707-311","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116818/guia_docent","In this course, students would be introduced to the basics of text mining, natural language processing (NLP), and their applications in the healthcare domain. They would also learn about the different types of healthcare data sources, including electronic health records (EHRs), clinical notes, and scientific literature.
Also, an overview of applications of text mining in healthcare: In this module, students would learn about various applications of text mining in healthcare, including clinical decision support systems, pharmacovigilance, patient outcome prediction, and population health analysis.
Mention of Ethical and legal issues in healthcare text mining: this module would cover ethical and legal issues related to the analysis of healthcare data, including patient privacy, informed consent, and data ownership.
This course is coordinated by Universitat Politècnica de Catalunya.","Introduction to healthcare text mining	-Overview
Preprocessing of healthcare text data	- Tokenization, lemmatization, PoS-tagging, parsing
Named entity recognition and normalization	-Types of medical entities, recognition/classification/identification, NERC methods.
Relation Extraction-Required information, ML approaches
Text Classification and Clustering	-Text Classification, Clustering"
"1740067711-312","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116956/guia_docent","The aims of this course are to provide students with basic principles and fundamentals on how to make good research works and how to manage research and development projects. Therefore, the course has two main blocks. One devoted to the introduction of the scientific Research Methodology (RM), and the description of each one of the steps involved in the RM. Furthermore, other features of research such as research dissemination, normative, ethical and social management of research will be analyzed. On the other hand, the other block is the Project Methodology (PM) where the main features of a research or/and development project management are presented, especially Information Technology (IT) projects. Concretely, main Agile methodologies for project management will be described. In addition, the economical and exploitation aspects of project management will be analyzed.

All these theoretical concepts will be practically implemented by the students in a Research Project on the Health Data Science field that must be managed and implemented following the learned methodologies in the course in an efficient and correct way.

This course is coordinated by Universitat Politècnica de Catalunya.","Fundamentals on research	DefinitionsGoalsThe scientific methodCriteria for quality research	Analysis and critical thinkingLogical reasoningAbstraction capacitySystematizationCreativity and intuitionReplicabilityMethodology and research phases	OutlineResearch TypesResearch PhasesDissemination of research	Explanation of the researchWritten scientific publicationOral Exposition of researchRegulatory, ethical and social management of research	Scope of legalityEthics and integrityReproducibilitySocial transparencySpecific management of Biomedical Data Science research	Experimental Hypothesis-Testing Research.Data science and decision support tools in Bio-medicineProject management	Stages of project management (life cycle of a project)Risk management and evaluation in projectsProject management methodologiesProject management software toolsAgile Methodologies for Information Technology (IT) Project Management	Life cycle of IT projectsFundamentals of Agile methodologyTechniques and Tools for Agile Management of IT ProjectsSoftware tools for Agile Management of IT ProjectsEconomic and exploitation management of projects	Project funding searchPrivacy of the research carried out in a projectInvention patentsIntellectual Property Rights (IPR)Exploitation of resultshCAD, Mathematics etc. Examples, datasets for studies."
"1740067715-313","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116957/guia_docent","This teaching unit aims to introduce students to Internet Of things (IoT) in the field of healthcare, and make them aware of the opportunities and issues related to data generated by these IoT.

This course is coordinated by Université Grenoble Alpes.","• IoT for healthcare: definition and overview• Artificial intelligence to exploit data generated by IoT for healthcare• Concerns related to data generated by IoT for healthcare• Regulation of the use of health data for research• Research on the development of new IoT: overview and perspectives• Tutorial: presentation of IoT currently marketed"
"1740067718-314","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","This course on Computational Epidemiology explores the role of computational approaches in understanding and controlling infectious diseases. It begins with historical context, discussing past pandemics and how computational epidemiology has contributed to COVID-19 response. It also outlines what topics won't be covered.
The heart of the course is devoted to various modeling techniques. We start with basic definitions of diseases and their types, then delve into compartmental models like the SIR model and its variants. 
We then study the role of contact networks in disease spread, introducing network definitions and ways to model age structure. We'll examine epidemic spread in social networks through the heterogeneous mean field and the Discrete-time Markov chain approach.
Spatial models of disease spread will be discussed, including metapopulation models, continuous models, and mentions of lattice models and cellular automata.
The impact of human behavior on disease spread is discussed through the Aware-Unaware model, and potential exploration of game theory models.
The course moves to control strategies, discussing vaccination and eradication thresholds, imperfect vaccines, targeted vaccination, and the use of quarantine.
Estimation and inference are covered next, focusing on the basic reproduction number (R0). We will discuss how all estimations implicitly assume a model and demonstrate this using real-world examples. Bayesian estimation of Rt will also be addressed.
Finally, surveillance methods are explored, including traditional and syndromic surveillance, and surrogate data sources like Twitter, Google Flu Trends, etc. The course concludes with brief discussions of stochastic simulations and agent-based modeling.
This course is coordinated by Universitat Rovira i Virgili.","I. HISTORICAL BACKGROUND:	1.1. Overview of Past Pandemics1.2. The Role of Computational Epidemiology in COVID-191.3. Course Outline
II. MODELING EPIDEMICS	2.1. Basics of Epidemiology Modeling2.2. Contact Networks in Epidemics2.3. Spatial Models in Epidemics2.4. The Impact of Human Behavior on Epidemics
III. CONTROLLING EPIDEMICS3.1. Vaccination Strategies3.2. Isolation and Contact Tracing3.3. The Role of Quarantine in Controlling Epidemics
IV. INFERENCE AND ESTIMATION4.1. Understanding The Basic Reproduction Number (R0)4.2. Implicit Assumptions in Estimation Models4.3. Bayesian Estimation of Rt
V. SURVEILLANCE5.1. Traditional vs Syndromic Surveillance5.2. Surrogate Data Sources for Surveillance5.3. Pros and Cons of Different Surveillance Strategies"
"1740067722-315","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116734/guia_docent","Tècniques de diagnòstic i presa de decisions assistida per ordinador en aplicacions mèdiques. Aproximacions i tècniques basades en aprenentatge automàtic i intel·ligència artificial per a la presa de decisions. Casos d'estudi a diferents nivells: atenció primària, hospitals, atenció geriàtrica i gestió de recursos sanitaris.

Aquest curs està coordinat per la Universitat de Girona (Dept. Enginyeria Elèctrica, Electrònica i Automàtica), en col·laboració amb la Universitat de Lleida (Dept. Ciències Mèdiques Bàsiques).","IntroduccióVisió general de tècniques, camps d'aplicació en àrees mèdiques.
Diagnòstic i història dels models sanitarisDiagnòstic assistit per ordinadorDiagnòstic assistit per ordinador sota la Sanitat i la Medicina tradicionals.
Diagnòstic assistit per ordinador per a Medicina 4P
Diagnòstic assistit per ordinador sota nous models Sanitaris descentralitzats.
Bessons digital
Sistemes de suport a la decisióPresa de decisions intel·ligents de suport al diagnòstic: optimització de recursos i serveis
Sistemes de recomanació: suport a la presa de decisions clíniques per a la gestió de l'evidència mèdica en el diagnòstic
Empoderament dels pacients per obtenir millors resultats de la medicina
Aprenentatge automàtic per tancar el bucle entre l'evidència mèdica i el diagnòstic
Estudi de casosSistemes de seguiment: seguiment dels nadons a casa. Sistemes de detecció de caigudes. EEG i salut mental.
Gestió de malalties: pacients amb multicomorbiditat, pacients que abandonen el tabac, pacients amb hipertensió
Evidència mèdica: Ús de la literatura per al millor tractament del TDAH
Gestió de recursos: prioritzar l'assistència del pacient a les UCI
Altres: Sistemes de decisió per al diagnòstic inicial de malalties rares."
"1740067744-316","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116923/guia_docent","This subject is devoted to point out the main challenges that healthcare are facing globally. Many of those challenges need the proper data collection for analysis to obtain information which will be required to make decisions and initiate actions.
The objective of the subject is that students learn first of all what are the useful data for that purpose and what are their characteristics before to begin the analytical process.
The subject is divided in four topics. The first one presenting the global healthcare challenges, from the morbidity and mortality statistics until the data required to advance in the Precision Medicine. The second topic is oriented in how the Healthcare organizations face the challenges organizing their information systems according their strategies and capabilities. The third topic deals with how to share date for collaboration in clinical care as well as for biomedical research using common terminologies and standard information models. The fourth topic arises the challenge of data quality when data collectio comes directly from the Real World.
This course is coordinated by Universitat de Barcelona (Depts. Cirurgia i Especialitats Mèdico Quirúrgiques, and Econometria, Estadística i Economia Aplicada).","Biomedical data challenges to manage global health	Health concept. Health as a citizen right. Health as key factor in the economic developmentSustainable development goals of the UN for 2030World Health Organization (WHO) and the role of Health authorities in the member states.Data challenges for a global health scope. Morbidity and mortality of human population. Differences between developed and underdeveloped countries. Chronic conditions. From disease statistics towards Precision Medicine.The WHO-FIC (Family of International Classifications): its role and ongoing activities on coding and classificationBiomedical data challenges to manage healthcare organizations	1. Strategic challenges of collaboration in healthcare organizations and the role of biomedical science in their solving.Challenges of collaboration at the level of organization.Challenges of collaboration at the level of stakeholders:Challenges of collaboration at macro level and macro factors, that affect healthcare organizationsBiomedical data technologies and methods that can help to deal with challenges of collaboration2. Business process reengineering in public and private healthcare organizations based on data analytics: problems and decisions
Business process reengineering in healthcare organizations.Business Process Models and Notations and its implementation in healthcare organizationsUsing LEAN-approach in business process reengineering in healthcare organizations.Biomedical data challenges to share data and information among organizations	
Standardization of medical language: problems in medical terminology, generalities of terminological resources in biomedicineSNOMED CT: logical model, concept model, reference sets, drug modellingInternational Classification of Diseases (ICD): ICD-10/ICD-10-CM, ICD-11, DRG, Minimum Basic Data SetLOINC: general overview, coding.Semantic interoperability: definition, difficulties with the sharing of health information, health information standards (EN/ISO 13606, OpenEHR, FHIR)Biomedical data challenges on quality assessment of data	
What is data quality?. You have data, but it's not usable yet. You transform data into information. Furthermore, you obtain knowledge. In addition, you make an informed decision.Characteristics of Data Quality. Accuracy. Completeness. Relevance Consistency. Accessibility. TimelinessData Quality Analysis. Data Quality Management. Data Quality Metrics. Missing values. Inconsistent values. Wrong information due to data errors (manual/automated). Wrong metadata informationData Quality Tools. Software tools for biomedical data quality analyzing. SPSS, R, R-studio, Statistics, Mat"
"1740067747-317","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","This subject will introduce the student to the required programming languages and tools to develop data science in the health area. The class will cover elements of code development, optimisation for speed and resources usage capable of dealing with large volume of health related data. In addition several methodologies for high level data representation and interactive visualisation will be introduced.
This course is coordinated by Universitat Politècnica de Catalunya.","Introduction and basic tools:Environment for scientific computing. Introduction to Operating Systems and unix shell. Code management, collaborative coding, revision control and documentation. Application deployment and OS-level virtualization through containerization
Statistical Programming and tidy data:Introduction to statistical programming. Introduction to R. Data management in R. Advanced data manipulation, R programming with tidyverse.
Tools for visualization:	Statistical Visualization. Grammar-based visualization and reactive visualization.Introduction to functional programming and high performance programming.
Introduction to functional programming for scientific computation:Introduction to python. Introduction to numerical calculus through Numpy. Introduction to Scientific Python (SciPy). Introduction to Pandas. Data visualization, Grammar-based visualization and reactive visualization in python.
Application challenges:Application challenges. Creation and analysis of biomedical data dashboards.Introduction to multivariate data, and application to EDA, introduction to dimensionality reduction techniques."
"1740067751-318","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","Aquest mòdul establirà les bases de les tècniques d'imatge mèdica més utilitzades: radiografia, ecografia, ressonància magnètica, imatge nuclear, imatges endoscòpiques i patològiques. Per a cadascuna de les tècniques es descriurà el procés de formació de la imatge. A més, s'exploraran diversos mètodes bàsics de processament i eines que es realitzen en cadascun d'ells per millorar la qualitat de la imatge. Aquests coneixements seran clau per a l'aplicació de tècniques de tractament d'imatges més avançades que es veuran al llarg del màster.

Aquest mòdul és coordinat per la Universitat de Barcelona.","Principis de la imatge mèdica:Formació de la imatgeSenyal i sorollImatge i domini de FourierImatge de raigs X:
Imatge 2DImatge 3DUltrasó:
DopplerRessonància magnètica:
Fonaments i adquisicióRessonància magnètica de difusióRessonància magnètica funcionalImatge Nuclear:
PETSPECTImatge òptica mèdica:
Imatge endoscòpicaImatges patològiquesAltres tecnologies d'imatge mèdica"
"1740067754-319","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","Introduction to the structure, functionalities and analysis of Electronic Health Records (EHR). It includes the fundamentals of EHR, how to work with health databases, and ETL processes to analyze electronic clinical data.


This course is coordinated by Universitat Rovira i Virgili (Dept. Enginyeria Informàtica i Matemàtiques).","Introduction to EHR:History of HRStructure of EHREHR in medical practice and researchWorking with EHR
Structured data in EHR:Working with relational databasesConcepts of non-relational databasesIntegrating non-clinical data with EHR
Non-structured data in EHR:Understanding the role of non-structured data in EHRFrom free text analysis to structured informationExpression analysis
ETL Processes in EHR:Basic concepts: Extract (E), Transform (T) and Load (L)Data preparationData preprocessingUncertainty in EHR data
Data analysis:Exploratory data analysisCohort buildingApplications"
"1740067758-320","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","The global learning objectives are:

- To review the fundamental concepts of statistical methods so that the student could develop an appropriate understanding of how to deal with biomedical data.
- To be able of understanding biomedical research papers and the relationship between statistical results as evidence for supporting conclusions.
- To understand the design of studies in a biomedical context.
- To be able of performing an exploratory data analysis in a biomedical context.
- To understand and know how to use basic statistical models in biomedical research.

This course is coordinated by Universitat de Lleida, in collaboration with Universitat Politècnica de Catalunya.","Study designs in biomedicine:Type of studies: Observational vs. experimental studies. Retrospective, prospective, longitudinal, etc. Multicentric studies. Clinical trials.Basic statistical concepts:
Data organization and exploratory data analysis: tables and graphics methodsIntroduction to R
Statistical models:Concept of modelModels for single variable: distributionsPredictive models: Regression methodsEstimating parameters and statistical inference:	
Confidence intervals: from samples to populationsStatistical test of hypothesis: significance and p-values: utility and limitationsRisk evaluation in biomedical studies:
The concept of riskRelative risk and odds ratiosInterpretation and limitationsApplications:
Apply concepts to data analysis in a biomedical context"
"1740067760-321","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116817/guia_docent","The course on Biomedicine for Engineers sets basic concepts on Biomedicine that are necessary in order to understand health data. The course will cover the understanding of the human genome, transcriptome and proteome and also the visualization, extraction and interpretation of biological data. In addition, the course will cover main concepts on cellular biology and histology, as well as on anatomy and physiology of the human systems.

This course is coordinated by Universitat de Vic - Universitat Central de Catalunya (Dept. Biociències i Enginyeries).","Nucleic Acids:DNA replication, repair, transcription and translationHuman Genome SequencingThe Human GenomeHuman genetic VariationGene and Genome Evolution
The human Proteome:From protein sequence to structure and functionProtein Databases
Regulation of Gene Expression:Chromatin remodelingDNA methylationTranscription FactorsPost-transcriptional regulationMeasuring Gene Expression Data
Cellular Biology:
Cell structure and functionHistology and organography
Human Anatomy and Physiology:
Structure and function of the human systemsHomeostasisPhysiopathology"
"1740067764-322","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116842/guia_docent","Overview of the healthcare sector, population health, health behaviors, and patient/citizen needs. Illustration and innovative systems.

This course is coordinated by Université Grenoble Alpes.","Identifying problems and needsPatient issues and needsHealthcare issues and needs Overview of the healthcare sectorDefining Health and population epidemiologyUnderstanding the healthcare marketPopulation health behavior, generality and The ABC Model Illustrations and innovative systems
DiagnosisMonitoringPatient educationCommunication"
"1740067767-323","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/117804/guia_docent","",""
"1740067771-324","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","L’assignatura de Tècnica II, com a continuació de Tècnica I, introdueix els estudiants tant a conceptes vinculats a la pell de l’arquitectura com a element de protecció i confort, com a conceptes relacionats amb la influència de les característiques dels materials en la resistència estructural dels edificis. Aquests aspectes s’expliquen, tal com es fa en l’assignatura de Tècnica I, a partir del procés constructiu d’un edifici: des dels processos d’obtenció d’energia i la gestió de residus, passant per aspectes com les propietats mecàniques dels materials i la seva relació amb la geometria de l’edifici, fins a tractar elements relacionats amb el confort, com la inèrcia tèrmica, el condicionament acústic i lumínic.","El procés arquitectònic des de l'interior: ﻿Connectar-se, materialitzar i habitar1. Connectar
l’arquitectura amb l’entorn1.1. Subministrament d’energia, gestió de residus. Cicles
sostenibles.2. Materials
i resistència en l’arquitectura              2.1. Geometria de la secció, càlcul d’àrea i
inèrcia, radi de gir i mòdul resistent.2.2. Propietats mecàniques dels materials.2.3. Introducció al càlcul de tensions.3. L'envolupant com a protecció3.1. Inèrcia tèrmica3.2. Condicionament
acústic: reverberació i absorció3.3. Condicionament
lumínic: intensitat, temperatura de color, quantitat de llum."
"1740067774-325","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","Les classes de Teoria II s’entenen com un complement de projectes. 
L’objectiu de l’assignatura és introduir, teòricament, l’estudiant en la teoria del projecte d’arquitectura. Donar instruments que li permetin pensar com projectar.","Les classes s'organitzaran en dos blocs, una primera part teòrica i una segona especulativa. Part teòrica: Es seguirà un recorregut per les principals obres d’art i d’arquitectura que creiem que un arquitecte del S.XXI ha de conèixer. No es parlarà d’estils ni d’altres qüestions laterals, es parlarà només d’obres concretes.
Part especulativa:S'organitzarà en dos blocs: Dibuixar (7 sessions)Exercici instintiu (2 sessions)Conferència externa (1 sessió)Exercici reflexiu (3 sessions)Classe de tancament (1 sessió) Construir (7 sessions)Exercici instintiu (2 sessions)Conferència externa (1 sessió)Exercici reflexiu (3 sessions)Classe de tancament (1 sessió)"
"1740067777-326","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116930/guia_docent","L'assignatura consisteix en arribar al domini de la geometria de les còniques i quàdriques, amés de les afinitats, moviments, semblances i projeccions a l’espai tridimensional euclidià. Així mateix, consisteix en conèixer alguns elements bàsics de la Geometria diferencial de superfícies. Tot amb la idea de ser útil a l’art i ciència de l’Arquitectura.","Còniques:	Descripció detallada de les còniques, equació general i reduïda, càlcul d’elements: centres, vèrtexs, eixos, directrius, circumferències focals, paràmetres, focus. Teoremes relatius a còniques, Chasles.Quàdriques:	Descripció detallada de les quàdriques, seccions cícliques, generació reglada, equació general i reduïda, càlcul d’elements: centres, vèrtexs, eixos, plans principals, plans directors, cons asintòtics, plans cíclics, paràmetres, punts umbilicals, estrangulació, còniques directrius, còniques generatrius, rectes generatrius. Teoremes relatius a quàdriques.Afinitats:	Definicions primàries, expressió en coordenades, classificació d’afinitats notables.Automorfirmes ortogonals:	Aplicació adjunta, descripció dels automorfismes ortogonals directes en el cas bidimensional, angle, descripció dels automorfismes ortogonals inverses en el cas bidimensional, classificació dels automorfismes ortogonals en el cas tridimensional.Desplaçaments i semblances:	Classificació dels desplaçaments i semblances del pla euclidià i espai euclidià, aplicació a la generació de mosaics.Superfícies:	Aplicació diferencial, primera forma fonamental, àrea, longitud i angle de corbes en superfícies, aplicacions de Gauss i Weingarten, teorema d'Euler, tipus de punts segons les curvatures principals, curvatura de Gauss i curvatura mitja, teorema Egregium, superfícies reglades, línia d’estrangulació."
"1740067780-327","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","L'assignatura introducció a projectes II estableix continuïtat amb introducció a projectes I i es desenvolupa en paral·lel amb Dibuix arquitectònic II. Treballa sobre els processos projectuals, des de l'abstracció a la concreció de la forma. Estableix una fusió entre el projecte, el registre, la comunicació i la representació en arquitectura.","Casa entre mitgeres. Fase I.EL SOLARS'adjudicarà un solar a cada alumne, on haurà d'encaixar el programa d'un habitatge unifamiliar entre mitgeres.
Casa entre mitgeres. Fase II.ELS VEÏNS I LA TOPOGRAFIAEs desvetllarà l'encaix dels diferents solars entre ells i la topografia dels carrers on s'obren les seves façanes.
Casa entre mitgeres. Fase III.EL LLOCEs desvetllarà l'ubicació real dels solars, en un entorn urba consolidat que els alumnes visitaran."
