web-scraper-order,web-scraper-start-url,learning-results
"1740066399-1600","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.3-Aplicar canvis i millores per assolir els objectius mitjançant sinergies positives dins i fora de l'equip"
"1740066399-1601","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","COT1.3-Aplicar canvis i millores per assolir els objectius mitjançant sinergies positives dins i fora de l'equip"
"1740066399-1602","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","K2 -  Identificar les eines i els procediments per a la planificació, l'organització i la gestió dels processos d'ensenyament-aprenentatge en e-learning. - K2.3-Analitzar situacions de formació identificant necessitats dels usuaris i contextos específics que es poden atendre en entorns flexibles"
"1740066399-1603","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","K2.3-Analitzar situacions de formació identificant necessitats dels usuaris i contextos específics que es poden atendre en entorns flexibles"
"1740066399-1604","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066399-1605","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066399-1606","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.2-Actuar amb altres equips per assolir conjuntament els objectius"
"1740066399-1607","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","COT1.2-Actuar amb altres equips per assolir conjuntament els objectius"
"1740066407-1608","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.4- Distingir les eines i tècniques de recollida de dades utilitzades en investigació educativa."
"1740066407-1609","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5.4- Distingir les eines i tècniques de recollida de dades utilitzades en investigació educativa."
"1740066407-1610","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","K3 - Identificar els principis del mètode científic per resoldre problemes de recerca educativa. - K3.4-Interpretar les dades demanades en un procés de recerca."
"1740066407-1611","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","K3.4-Interpretar les dades demanades en un procés de recerca."
"1740066407-1612","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.6- Dissenyar el marc metodològic (procés de recollida, anàlisi i representació de les dades) original i pertinent en un estudi de recerca o innovació educativa"
"1740066407-1613","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5.6- Dissenyar el marc metodològic (procés de recollida, anàlisi i representació de les dades) original i pertinent en un estudi de recerca o innovació educativa"
"1740066407-1614","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.7- Usar els diferents paquets estadístics i programari per a l'anàlisi de les dades quantitatives i qualitatives."
"1740066407-1615","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5.7- Usar els diferents paquets estadístics i programari per a l'anàlisi de les dades quantitatives i qualitatives."
"1740066407-1616","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.5-Distingir les eines i les tècniques d'anàlisi de dades utilitzades en recerca educativa."
"1740066407-1617","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","SE5.5-Distingir les eines i les tècniques d'anàlisi de dades utilitzades en recerca educativa."
"1740066414-1618","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COE2 - Dissenyar materials, recursos i entorns digitals per a l'e-learning, atenent les necessitats de cada tipologia d'usuari. - COE2.5- Crear materials per a la formació en xarxa."
"1740066414-1619","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COE2.5- Crear materials per a la formació en xarxa."
"1740066414-1620","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740066414-1621","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740066414-1622","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066414-1623","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066414-1624","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COE4 - Crear projectes i programes d'e-learning innovadors i adaptats als diferents usuaris. - COE4.5-Aplicar les capacitats de les TD al servei de l'e-learning i del blended-learning, per tal de superar les barreres de la virtualitat."
"1740066414-1625","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COE4.5-Aplicar les capacitats de les TD al servei de l'e-learning i del blended-learning, per tal de superar les barreres de la virtualitat."
"1740066414-1626","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066414-1627","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066414-1628","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740066414-1629","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740066414-1630","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","SE4 - Emprar eines tecnològiques per al disseny i el desenvolupament de projectes d'innovació educativa. - SE4.3- Emprar entorns virtuals densenyament-aprenentatge, eines web, xarxes socials i altres aplicacions telemàtiques en activitats de formació en xarxa."
"1740066414-1631","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","SE4.3- Emprar entorns virtuals densenyament-aprenentatge, eines web, xarxes socials i altres aplicacions telemàtiques en activitats de formació en xarxa."
"1740066414-1632","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.2-Actuar amb altres equips per assolir conjuntament els objectius"
"1740066414-1633","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COT1.2-Actuar amb altres equips per assolir conjuntament els objectius"
"1740066414-1634","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.1-Identificar els objectius i les tasques de l'equip, i el rol de les persones que l'integren en contextos complexos"
"1740066414-1635","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COT1.1-Identificar els objectius i les tasques de l'equip, i el rol de les persones que l'integren en contextos complexos"
"1740066414-1636","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.3-Aplicar canvis i millores per assolir els objectius mitjançant sinergies positives dins i fora de l'equip"
"1740066414-1637","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","COT1.3-Aplicar canvis i millores per assolir els objectius mitjançant sinergies positives dins i fora de l'equip"
"1740066422-1638","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740066422-1639","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740066422-1640","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","K2 -  Identificar les eines i els procediments per a la planificació, l'organització i la gestió dels processos d'ensenyament-aprenentatge en e-learning. - K2.2 -Seleccionar, aplicar criteris tècnics i per a un context específic, mitjans i materials d'ensenyament."
"1740066422-1641","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","K2.2 -Seleccionar, aplicar criteris tècnics i per a un context específic, mitjans i materials d'ensenyament."
"1740066422-1642","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST1 - Formular valoracions amb la gestió eficient de les TIC - ST1.1-Tractar la informació obtinguda amb criteris de rellevància, fiabilitat i pertinença utilitzant les eines i els formats adequats mitjançant les TIC"
"1740066422-1643","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST1.1-Tractar la informació obtinguda amb criteris de rellevància, fiabilitat i pertinença utilitzant les eines i els formats adequats mitjançant les TIC"
"1740066422-1644","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","COE2 - Dissenyar materials, recursos i entorns digitals per a l'e-learning, atenent les necessitats de cada tipologia d'usuari. - COE2.3-Incorporar el disseny i la construcció materials multimèdia i hipermèdia de formació."
"1740066422-1645","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","COE2.3-Incorporar el disseny i la construcció materials multimèdia i hipermèdia de formació."
"1740066422-1646","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST1 - Formular valoracions amb la gestió eficient de les TIC - ST1.3-Intercanviar resultats i valoracions en contextos acadèmics, científics i professionalitzadors utilitzant les TIC"
"1740066422-1647","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST1.3-Intercanviar resultats i valoracions en contextos acadèmics, científics i professionalitzadors utilitzant les TIC"
"1740066422-1648","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066422-1649","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066422-1650","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","SE3 - Aplicar models tecnopedagògics per al disseny, l'adaptació i el desenvolupament de programes i projectes d'e-learning. - SE3.3 -Dissenyar els requeriments didàctics, estètics i tècnics d'un material de formació d'acord amb els objectius, els continguts i les competències considerats."
"1740066422-1651","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","SE3.3 -Dissenyar els requeriments didàctics, estètics i tècnics d'un material de formació d'acord amb els objectius, els continguts i les competències considerats."
"1740066422-1652","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","K1 - Analitzar el rol de les Tecnologies Digitals (TD) en els processos d'e-learning i la gestió del coneixement. - K1.3 -Establir les característiques de materials instruccionals segons objectius, continguts i competències considerats."
"1740066422-1653","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","K1.3 -Establir les característiques de materials instruccionals segons objectius, continguts i competències considerats."
"1740066422-1654","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","SE2 - Generar documentació específica de naturalesa tècnica i/o didàctica d'acord amb els programes i projectes d'e-learning desenvolupats. - SE2.3-Construir instruments per a lanàlisi i lavaluació de mitjans dEA i materials densenyament."
"1740066422-1655","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","SE2.3-Construir instruments per a lanàlisi i lavaluació de mitjans dEA i materials densenyament."
"1740066422-1656","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST1 - Formular valoracions amb la gestió eficient de les TIC - ST1.2-Elaborar valoracions, utilitzant les eines i els formats adequats que ofereixen les TIC"
"1740066422-1657","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","ST1.2-Elaborar valoracions, utilitzant les eines i els formats adequats que ofereixen les TIC"
"1740066430-1658","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740066430-1659","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740066430-1660","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","K2 -  Identificar les eines i els procediments per a la planificació, l'organització i la gestió dels processos d'ensenyament-aprenentatge en e-learning. - K2.1-Especificar els requeriments pedagògics d¿un entorn virtual d¿ensenyament-aprenentatge per tal de cobrir una necessitat formativa concreta."
"1740066430-1661","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","K2.1-Especificar els requeriments pedagògics d¿un entorn virtual d¿ensenyament-aprenentatge per tal de cobrir una necessitat formativa concreta."
"1740066430-1662","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","K1 - Analitzar el rol de les Tecnologies Digitals (TD) en els processos d'e-learning i la gestió del coneixement. - K1.2-Determinar els condicionants d'una situació d'ensenyament-aprenentatge per escollir un entorn virtual adequat."
"1740066430-1663","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","K1.2-Determinar els condicionants d'una situació d'ensenyament-aprenentatge per escollir un entorn virtual adequat."
"1740066430-1664","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","SE3 - Aplicar models tecnopedagògics per al disseny, l'adaptació i el desenvolupament de programes i projectes d'e-learning. - SE3.2 - Incorporar el disseny i la construcció d'entorns virtuals d'ensenyament-aprenentatge."
"1740066430-1665","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","SE3.2 - Incorporar el disseny i la construcció d'entorns virtuals d'ensenyament-aprenentatge."
"1740066430-1666","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066430-1667","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066436-1668","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116847/guia_docent","COE2 - Dissenyar materials, recursos i entorns digitals per a l'e-learning, atenent les necessitats de cada tipologia d'usuari. - COE2.8- Adoptar rols i funcions específiques en la utilització de les TD com a docent."
"1740066436-1669","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116847/guia_docent","COE2.8- Adoptar rols i funcions específiques en la utilització de les TD com a docent."
"1740066436-1670","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116847/guia_docent","COE3 - Integrar estratègies i recursos d'informació i gestió del coneixement en els processos d'innovació i de recerca en e-learning. - COE3.4- Utilitzar les TD per al desenvolupament professional com a expert en innovació i/o investigació en tecnologia educativa."
"1740066436-1671","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116847/guia_docent","COE3.4- Utilitzar les TD per al desenvolupament professional com a expert en innovació i/o investigació en tecnologia educativa."
"1740066442-1672","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.4- Distingir les eines i tècniques de recollida de dades utilitzades en investigació educativa."
"1740066442-1673","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5.4- Distingir les eines i tècniques de recollida de dades utilitzades en investigació educativa."
"1740066442-1674","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","K3 - Identificar els principis del mètode científic per resoldre problemes de recerca educativa. - K3.3-Identificar els avantatges i els inconvenients de l'ús de cadascuna de les metodologies en funció del tipus de recerca desenvolupada."
"1740066442-1675","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","K3.3-Identificar els avantatges i els inconvenients de l'ús de cadascuna de les metodologies en funció del tipus de recerca desenvolupada."
"1740066442-1676","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.6- Dissenyar el marc metodològic (procés de recollida, anàlisi i representació de les dades) original i pertinent en un estudi de recerca o innovació educativa"
"1740066442-1677","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5.6- Dissenyar el marc metodològic (procés de recollida, anàlisi i representació de les dades) original i pertinent en un estudi de recerca o innovació educativa"
"1740066442-1678","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.1-Contrastar els avantatges i els inconvenients de l'ús de cadascuna de les metodologies d'innovació i investigació educativa"
"1740066442-1679","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5.1-Contrastar els avantatges i els inconvenients de l'ús de cadascuna de les metodologies d'innovació i investigació educativa"
"1740066442-1680","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.8- Elaborar dissenys de recerca recorrent a les opcions metodològiques més adequades d'acord amb les hipòtesis o els objectius establerts."
"1740066442-1681","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5.8- Elaborar dissenys de recerca recorrent a les opcions metodològiques més adequades d'acord amb les hipòtesis o els objectius establerts."
"1740066442-1682","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","K3 - Identificar els principis del mètode científic per resoldre problemes de recerca educativa. - K3.2- Discriminar els dissenys i mètodes propis de la investigació quantitativa, qualitativa i mixta."
"1740066442-1683","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","K3.2- Discriminar els dissenys i mètodes propis de la investigació quantitativa, qualitativa i mixta."
"1740066442-1684","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.5-Distingir les eines i les tècniques d'anàlisi de dades utilitzades en recerca educativa."
"1740066442-1685","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","SE5.5-Distingir les eines i les tècniques d'anàlisi de dades utilitzades en recerca educativa."
"1740066449-1686","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","SE5 - Aplicar els dissenys, metodologies (instruments, tècniques de mostreig, recollida i anàlisi de dades) en innovació i investigació educativa. - SE5.2-Definir el procés a seguir per al disseny, el desenvolupament i la implementació d'una investigació educativa"
"1740066449-1687","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","SE5.2-Definir el procés a seguir per al disseny, el desenvolupament i la implementació d'una investigació educativa"
"1740066449-1688","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740066449-1689","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740066449-1690","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740066449-1691","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740066449-1692","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066449-1693","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066449-1694","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066449-1695","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740066449-1696","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740066449-1697","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740066455-1698","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066455-1699","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740066455-1700","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","COE3 - Integrar estratègies i recursos d'informació i gestió del coneixement en els processos d'innovació i de recerca en e-learning. - COE3.5-Gestionar de manera eficient la utilització de les TD en processos densenyament."
"1740066455-1701","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","COE3.5-Gestionar de manera eficient la utilització de les TD en processos densenyament."
"1740066455-1702","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
